iso3,uid,country,plant_type,gcd_plant_name,gcd_company_name,gcd_location,status,latitude,longitude,source,accuracy,permid,company_name,reported_capacity,reported_production_start,owner_source,date_accessed,parent_permid,parent_name,desc,num_kilns_1,kiln_type_1,num_kilns_2,kiln_type_2,capacity,capacity_unit,contact,tel,fax
CHN,CHN0100,China,Integrated,Huanggang Yatung Cement,Asia Cement China,"No.13 Tianzhen New Street, Wuxue, Huanggang, Hubei",Operating,29.917936,115.420949,GCD,Exact,,"Huanggang Ya Dong Cement Co., Ltd.",2,2009,http://www.achc.com.cn/en/About/Subsidiary_Detail.aspx?ID=26,2/12/2020,4295891026,Asia Cement Corp,2 Dry - 2.62Mt/yr,2,DRY,,,2.62,Mt/yr,,+86-713-6543005,+86-713-6543006
CHN,CHN0101,China,,,,,Operating,30.273756,114.32873,http://www.achc.com.cn/en/About/Subsidiary_Detail.aspx?ID=30,Exact,,"Wuhan Ya Xin Cement Co., Ltd.",1.4,,http://www.achc.com.cn/en/About/Subsidiary_Detail.aspx?ID=30,2/12/2020,4295891026,Asia Cement Corp,,,,,,,,,,
CHN,CHN0102,China,Grinding,Wuhan Yadong Slag Plant,Wuhan Yadong Cement (Asia Cement),"Cihui Avenue, Dongxihu, Wuhan, Hubei",Operating,30.60216,114.138749,GCD,Exact,,Wuhan Ya Dong Cement Co Ltd,2.3,2001,http://www.achc.com.cn/en/About/Subsidiary_Detail.aspx?ID=31,2/12/2020,4295891026,Asia Cement Corp,0.6Mt/yr,,,,,0.6,Mt/yr,,,
CHN,CHN0104,China,Integrated,,Asia Cement China,"No.66 Anpeng Road, Pengzhou, Sichuan",Operating,30.976399,103.908381,GCD,Exact,,Sichuan Ya Dong Cement Co Ltd,6,2006,http://www.achc.com.cn/en/About/Subsidiary_Detail.aspx?ID=25,2/12/2020,4295891026,Asia Cement Corp,3 Dry - 3.93Mt/yr,3,DRY,,,3.93,Mt/yr,,+86-28-83731000,+86-28-83731000
CHN,CHN0105,China,Grinding,Yangzhou Yadong Plant,Yangzhou Yadong Cement (Asia Cement),"7 Gudu Road, Bali, Yangzhou, Jiangsu",Operating,32.268448,119.411291,GCD,Exact,,Yangzhou Ya Dong Cement Co Ltd,3,,http://www.achc.com.cn/en/About/Subsidiary_Detail.aspx?ID=28,2/12/2020,4295891026,Asia Cement Corp,2.7Mt/yr,,,,,2.7,Mt/yr,,Tel: +88 514 87529000,Fax: +88 51487529200
CHN,CHN0106,China,,,China National Building Materials,,Operating,19.235544,108.999663,http://www.tctec.com.cn/Project_LieBiao.aspx?categoryId=106,Exact,5000548095,SDIC Hainan Cement Co Ltd,2.19,,http://www.tctec.com.cn/Project_LieBiao.aspx?categoryId=106,3/13/2020,5000060466,China National Building Materials Group Co Ltd,,,,,,,,,,
CHN,CHN0108,China,,,,,Operating,22.742819,111.732139,http://www.sinoma-cem.cn/company/zcld.html,Exact,5035930682,"Sinoma Luoding Cement Co., Ltd",2,,http://www.sinoma-cem.cn/company/zcld.html,2/15/2020,5000060466,China National Building Materials Group Co Ltd,,,,,,,,,,
CHN,CHN0110,China,Integrated,Cement,Sinoma,"Baishatang Industrial Park, Liudu, Yun’an, Yunfu, Guangdong",Operating,23.053386,111.998378,GCD,Exact,5035312323,Sinoma Tianshan (Yunfu) Cement Co Ltd,2,,http://www.sinoma-cem.cn/company/zcts.html,2/15/2020,5000060466,China National Building Materials Group Co Ltd,1 Dry - 1.56Mt/yr,1,DRY,,,1.56,Mt/yr,,Tianshan Yunfu +86-766-8638195,+86-766-8638171
CHN,CHN0114,China,,,China National Building Materials,,Operating,25.751919,112.774096,http://www.scement.cn/cn/map-hunan.aspx?id=21,Exact,,"Hunan Guiyang Nanfang Cement Co., Ltd.",1,,http://www.scement.cn/cn/map-hunan.aspx?id=21,2/14/2020,5000060466,China National Building Materials Group Co Ltd,,,,,,,,,,
CHN,CHN0115,China,,,China National Building Materials,,Operating,25.844446,115.865441,http://www.tctec.com.cn/Project_LieBiao.aspx?categoryId=106,Exact,,"Huichang Red Lion Cement Co., Ltd",2.19,,http://www.tctec.com.cn/Project_LieBiao.aspx?categoryId=106,3/13/2020,5000060466,China National Building Materials Group Co Ltd,,,,,,,,,,
CHN,CHN0116,China,Integrated,Hunan Jinlei South Cement,China National Building Materials,"No.1 Fenghuang Road, Liyujiang, Zixing, Chenzhou, Hunan",Operating,25.959229,113.238784,GCD,Exact,,"Hunan Jinlei South Cement Co., Ltd.",2,,http://www.scement.cn/cn/map-hunan.aspx?id=23,2/14/2020,5000060466,China National Building Materials Group Co Ltd,2 Dry - 2.03Mt/yr,2,DRY,,,2.03,Mt/yr,,+86-735-3480166,+86-735-3480166
CHN,CHN0117,China,Integrated,Cement,China National Building Materials,"Jiangbo, Xiaoshui, Leiyang, Hengyang, Hunan",Operating,26.340874,112.811689,GCD,Exact,,"Hunan Liyang Nanfang Cement Co., Ltd.",3.2,,http://www.scement.cn/cn/map-hunan.aspx?id=24,2/14/2020,5000060466,China National Building Materials Group Co Ltd,2 Dry - 2.03Mt/yr,2,DRY,,,2.03,Mt/yr,,Hunan Leiyang South +86-734-4250095,+86-734-4250095
CHN,CHN0131,China,Integrated,Pingxiang Cement,Sinoma,"Futian, Pingxiang, Jiangxi",Operating,27.697284,113.825503,GCD,Exact,,"Sinoma Pingxiang Cement Co., Ltd",3,,http://www.sinoma-cem.cn/company/zcpx.html,2/15/2020,5000060466,China National Building Materials Group Co Ltd,1 Dry - 0.78Mt/yr,1,DRY,,,0.78,Mt/yr,,Sinoma +86-799-3616823,+86-799-3616738
CHN,CHN0136,China,Integrated,Cement,Sinoma,"Shuangquan, Xianyu, Hetang, Zhuzhou, Hunan",Operating,27.963997,113.216266,GCD,Exact,5035930681,"Sinoma Zhuzhou Cement Co., Ltd",2,,http://www.sinoma-cem.cn/company/zczz.html,2/15/2020,5000060466,China National Building Materials Group Co Ltd,1 Dry - 1.56Mt/yr,1,DRY,,,1.56,Mt/yr,,Zhuzhou +86-733-22758710,+86-733-22758700
CHN,CHN0137,China,Integrated,Sinoma Niuli Cement,Sinoma,"Xiangtang, Xiangtan, Hunan",Operating,27.983793,112.847056,GCD,Exact,5035930676,Sinoma Xiangtan Cement Co Ltd,2,,http://www.sinoma-cem.cn/company/zcxt.html,2/15/2020,5000060466,China National Building Materials Group Co Ltd,1 Dry - 1.56Mt/yr,1,DRY,,,1.56,Mt/yr,,Xiangtan +86-731-57120308,+86-731-57120308
CHN,CHN0143,China,,,China National Building Materials,,Operating,28.264659,117.145255,http://www.scement.cn/cn/map-hunan.aspx?id=70,Exact,,"Jiangxi Guixi Nanfang Cement Co., Ltd.",2,2011,http://www.scement.cn/cn/map-hunan.aspx?id=70,2/14/2020,5000060466,China National Building Materials Group Co Ltd,,,,,,,,,,
CHN,CHN0150,China,,,China National Building Materials,,Operating,28.941969,118.491982,http://www.scement.cn/cn/map-hunan.aspx?id=86,Exact,,"Zhejiang Tianma Cement Co., Ltd.",1.6,,http://www.scement.cn/cn/map-hunan.aspx?id=86,2/14/2020,5000060466,China National Building Materials Group Co Ltd,,,,,,,,,,
CHN,CHN0160,China,Integrated,Cement,Sinoma,"Wenquan, Reshi, Taoyuan, Changde, Hunan",Operating,29.311703,111.315189,GCD,Exact,5035930679,"Sinoma Changde Cement Co., Ltd",1,,http://www.sinoma-cem.cn/company/zccd.html,2/15/2020,5000060466,China National Building Materials Group Co Ltd,1 Dry - 0.78Mt/yr,1,DRY,,,0.78,Mt/yr,,Changde +86-736-6558625,+86-736-6555500
CHN,CHN0162,China,,,China National Building Materials,,Operating,29.679576,118.237402,http://www.scement.cn/cn/map-hunan.aspx?id=78,Exact,,"Huangshan Huishi Building Material Co., Ltd.",1.2,,http://www.scement.cn/cn/map-hunan.aspx?id=78,2/14/2020,5000060466,China National Building Materials Group Co Ltd,,,,,,,,,,
CHN,CHN0163,China,,,China National Building Materials,,Operating,29.814858,120.347015,http://www.scement.cn/cn/map-hunan.aspx?id=17,Exact,,"Zhuji South Cement Co., Ltd.",1.5,,http://www.scement.cn/cn/map-hunan.aspx?id=17,2/14/2020,5000060466,China National Building Materials Group Co Ltd,,,,,,,,,,
CHN,CHN0164,China,Integrated,Tonglu Sanshi Cement,China National Building Materials,"Tongju Street, Tonglu, Hangzhou, Zhejiang",Operating,29.827321,119.686369,GCD,Exact,,"Tonglu Nanfang Cement Co., Ltd.",1.7,2003,http://www.scement.cn/cn/map-hunan.aspx?id=14,2/14/2020,5000060466,China National Building Materials Group Co Ltd,2 Dry - 1.56Mt/yr,2,DRY,,,1.56,Mt/yr,,+86-571-58593609,+86-571-58593609
CHN,CHN0165,China,,,China National Building Materials,,Operating,29.875153,119.742454,http://www.scement.cn/cn/map-hunan.aspx?id=10,Exact,,"Fuyang Shanya Nanfang Cement Co., Ltd.",1.5,,http://www.scement.cn/cn/map-hunan.aspx?id=10,2/14/2020,5000060466,China National Building Materials Group Co Ltd,,,,,,,,,,
CHN,CHN0170,China,,,China National Building Materials,,Operating,30.148734,121.214294,http://www.scement.cn/cn/map-hunan.aspx?id=6,Exact,,"Cixi Nanfang Cement Co., Ltd.",0.5,2004,http://www.scement.cn/cn/map-hunan.aspx?id=6,2/14/2020,5000060466,China National Building Materials Group Co Ltd,,,,,,,,,,
CHN,CHN0174,China,,,China National Building Materials,,Operating,30.559768,120.09114,http://www.scement.cn/cn/map-hunan.aspx?id=12,Exact,,"Deqing Qianyuan Nanfang Cement Co., Ltd.",1.65,,http://www.scement.cn/cn/map-hunan.aspx?id=12,2/14/2020,5000060466,China National Building Materials Group Co Ltd,,,,,,,,,,
CHN,CHN0175,China,,,China National Building Materials,,Operating,30.581061,120.189699,http://www.scement.cn/cn/map-hunan.aspx?id=8,Exact,,"Deqing Nanfang Cement Co., Ltd",2.6,,http://www.scement.cn/cn/map-hunan.aspx?id=8,2/14/2020,5000060466,China National Building Materials Group Co Ltd,,,,,,,,,,
CHN,CHN0177,China,,,China National Building Materials,,Operating,30.633487,120.234028,http://www.scement.cn/cn/map-hunan.aspx?id=7,Exact,,"Deqing Canadian Dollar Southern Cement Co., Ltd.",0.5,,http://www.scement.cn/cn/map-hunan.aspx?id=7,2/14/2020,5000060466,China National Building Materials Group Co Ltd,,,,,,,,,,
CHN,CHN0178,China,Integrated,Zhejiang Shenhe Cement,China National Building Materials,"Heshan, Tongxiang, Jiaxing, Zhejiang",Operating,30.648885,120.366445,GCD,Exact,,"Tongxiang Heshan Nanfang Cement Co., Ltd.",1.1,,http://www.scement.cn/cn/map-hunan.aspx?id=61,2/14/2020,5000060466,China National Building Materials Group Co Ltd,2 Dry - 1.09Mt/yr,2,DRY,,,1.09,Mt/yr,,+86-573-88677197,+86-573-88677197
CHN,CHN0188,China,,,China National Building Materials,,Operating,30.971,120.774617,http://www.scement.cn/cn/map-hunan.aspx?id=53,Exact,,"Jiashan South Cement Co., Ltd.",1.2,,http://www.scement.cn/cn/map-hunan.aspx?id=53,2/14/2020,5000060466,China National Building Materials Group Co Ltd,,,,,,,,,,
CHN,CHN0194,China,Integrated,Huaikan Cement,China National Building Materials,"Xinwei, Huaikan, Changxing, Huzhou, Zhejiang",Operating,31.091001,119.68622,GCD,Exact,,"Huzhou Huaikan South Cement Co., Ltd.",3.6,,http://www.scement.cn/cn/map-hunan.aspx?id=40,2/14/2020,5000060466,China National Building Materials Group Co Ltd,2 Dry - 3.12Mt/yr,2,DRY,,,3.12,Mt/yr,,Zhejiang Huzhou South,
CHN,CHN0197,China,,,China National Building Materials,,Operating,31.109304,119.721986,http://www.scement.cn/cn/map-hunan.aspx?id=48,Exact,,"Changxing South Cement Co., Ltd.",2.7,,http://www.scement.cn/cn/map-hunan.aspx?id=48,2/14/2020,5000060466,China National Building Materials Group Co Ltd,,,,,,,,,,
CHN,CHN0205,China,Integrated,Jinlong Cement,Sinoma,"Sanbing, Juchao, Chaohu, Anhui",Operating,31.518947,117.752078,GCD,Exact,5035930680,"Sinoma Anhui Cement Co., Ltd",5,,http://www.sinoma-cem.cn/company/zcah.html,2/15/2020,5000060466,China National Building Materials Group Co Ltd,3 Dry - 11.09Mt/yr,3,DRY,,,11.09,Mt/yr,,Anhui Yingpu +86-565-8710136,+86-565-8710136
CHN,CHN0211,China,Integrated,Cement,Sinoma,"Shujiaying, Hantai, Hanzhong, Shaanxi",Operating,33.099215,106.992661,GCD,Exact,5000561375,Sinoma Hanjiang Cement Co Ltd,2,,http://www.sinoma-cem.cn/company/zchj.html,2/15/2020,5000060466,China National Building Materials Group Co Ltd,2 Dry - 1.4Mt/yr,2,DRY,,,1.4,Mt/yr,,Hanjiang +86-916-2169995,+86-916-2169995
CHN,CHN0248,China,Integrated,Cement,China National Building Materials,"Anshui Road, Anyang, Henan",Operating,36.087736,114.068821,GCD,Exact,,"Anyang Hubo Clinker Co., Ltd",2.555,,http://www.tctec.com.cn/Project_LieBiao.aspx?categoryId=106,3/13/2020,5000060466,China National Building Materials Group Co Ltd,1 Dry - 1.4Mt/yr,1,DRY,,,1.4,Mt/yr,,Anyang China United +86-372-3153528,+86-372-3153528
CHN,CHN0252,China,Integrated,Cement,China National Building Materials,"Totong, Qingzhou, Shandong",Operating,36.759877,118.40628,GCD,Exact,,"Qingzhou Zhonglian Cement Co., Ltd.",4.38,,www.cucc.com.cn/aboutb_s31.html,2/15/2020,5000060466,China National Building Materials Group Co Ltd,1 Dry - 1.87Mt/yr,1,DRY,,,1.87,Mt/yr,,Qingzhou China United +86-536-3897898,+86-536-3897802
CHN,CHN0345,China,,,,,Operating,26.603678,111.471374,http://www.hongshigroup.com/contact-us.html,Exact,,"Yongzhou Red Lion Cement Co., Ltd.",2.19,,http://www.hongshigroup.com/contact-us.html,2/12/2020,4297887333,Hongshi Holding Group Co Ltd,,,,,,,,,,
COG,COG0001,Congo,Integrated,Mfila Plant,Dangote Cement,"Mfila, Madingou",Operating,-4.15534,13.545243,GCD,Exact,5001198258,Dangote Cement PLC,1.5,2017,http://www.dangotecement.com/operations/congo/,2/7/2020,5001198258,Dangote Cement PLC,1 Dry - 1.5Mt/yr,1,DRY,,,1.5,Mt/yr,Roy Uttam,,
CRI,CRI0002,Costa Rica,Integrated,Colorado Plant,Cemex Costa Rica,Guanacaste,Operating,10.199791,-85.182032,GCD,Exact,5037662080,CEMEX Latam Holdings SA,0.9,,https://www.cemexcostarica.com/donde-nos-encontramos,2/8/2020,5000057902,Cemex SAB de CV,1 Dry - 0.9Mt/yr,1,DRY,,,0.9,Mt/yr,Marvin Calderón Trejos,Tel: +506 2201 2000,Fax: +506 2201 8202
CYP,CYP0001,Cyprus,Grinding,"BEM Plant, Kalecik Boğaz",Bogaz Endustri ve Madencilik (LafargeHolcim),,Operating,35.324213,34.006432,GCD,Exact,4297194483,Bogaz Endustri ve Madencilik Ltd,0.45,,http://www.bemltd.com/sales-and-marketing/?lang=en,2/9/2020,4295890620,LafargeHolcim Ltd,Famagusta - 0.2Mt/yr,,,,,0.2,Mt/yr,,Tel: +90 533 824 0005,Fax: +90 533 889 0030
CZE,CZE0001,Czech Republic,Integrated,Hranice Plant,Cement Hranice (Buzzi Unicem),Hranice,Operating,49.558913,17.766342,GCD,Exact,4296569728,Cement Hranice as,1.1,,http://www.cement.cz/online/cz/Domcstrnka/Ospole269nosti.html,2/7/2020,4295875751,Buzzi Unicem SpA,1 Dry - 1.1Mt/yr,1,DRY,,,1.1,Mt/yr,Karel Magrla,Tel: +420 58 182 9111,Fax: +420 58 182 9240
DOM,DOM0001,Dominican Republic,Integrated,San Pedro de Macorís Plant,Cemex Dominicana,San Pedro de Macorís,Operating,18.506193,-69.339805,GCD,Exact,5000313165,CEMEX Dominicana SA,2.6,,https://www.cemexdominicana.com/donde-estamos,2/8/2020,5000057902,Cemex SAB de CV,2 Dry - 2.4Mt/yr,2,DRY,,,2.4,Mt/yr,Gerado Valdivia,Tel: +1 809 529 3355,Fax: +1 809 951 5142
EGY,EGY0007,Egypt,Integrated,,Amreyah Cement Company (InterCement),Alexandria,Operating,30.881107,29.465165,GCD,Exact,4295866215,Ameriyah Cement Co SAE,5,,http://www.amreyahcement.com/en-us/amreyah/our-history/our-history,2/10/2020,5035421084,InterCement Participacoes SA,2 Dry - 5.5Mt/yr,2,DRY,,,5.5,Mt/yr,José Feitosa,Tel: +20 341 956 00,Fax: +20 341 956 28
EGY,EGY0009,Egypt,Integrated,,Sinai Cement (41% Vicat),"El Arish, Sinai Peninsula",Operating,30.724086,33.772929,GCD,Exact,4295866224,Sinai Cement Co SAE,3.8,2001,http://www.sinaicement.net/English/objectives.html,2/11/2020,4295866224,Sinai Cement Co SAE,2 Dry - 1.9Mt/yr,2,DRY,,,1.9,Mt/yr,Bassam Abdelrassoul,Tel: + 202+ 27262344 - 27262342,Fax: +202 23148056 - 23148052
EGY,EGY0010,Egypt,Integrated,,South Valley Cement,Beni Suef Khaled Youssef,Operating,29.12715,31.268796,GCD,Exact,4295866303,South Valley Cement Co SAE,1.5,2009,http://www.svcc-eg.com/staticpages.aspx?LID=2&id=8,2/20/2020,4295866303,South Valley Cement Co SAE,1 Dry - 1.5Mt/yr (Expansion to 3.0Mt/yr under discus- sion),1,DRY,,,1.5,Mt/yr,,Tel: +202 330 572 19,Fax: +202 376 015 93
SLV,SLV0002,El Salvador,Integrated,El Ronco Plant,Holcim El Salvador (LafargeHolcim),"Metapán, Santa Ana",Operating,14.327109,-89.500665,GCD,Exact,5036204343,Holcim El Salvador SA de CV,1.7,,https://www.holcim.com.sv/ubicaciones,2/9/2020,4295890620,LafargeHolcim Ltd,1.7Mt/yr,,,,,1.7,Mt/yr,,Tel: +503 2404 0360,Fax: +503 2404 0106
ETH,ETH0001,Ethiopia,Integrated,Mugher Plant,Dangote Cement,"Oromia Sruvasta, Ashish",Operating,9.42172,38.341658,GCD,Exact,5001198258,Dangote Cement PLC,2.5,2015,http://www.dangotecement.com/operations/ethiopia/,2/7/2020,5001198258,Dangote Cement PLC,1.8Mt/yr,,,,,1.8,Mt/yr,,Tel: +251 11 131 2163,
FRA,FRA0020,France,Integrated,Gargenville Plant,Ciments Calcia (HeidelbergCement),Gargenville Île-de-France,Operating,48.980312,1.820137,GCD,Exact,5000075640,Ciments Calcia SAS,2,1993,https://www.ciments-calcia.fr/fr/implantations-contacts/cimenteries/cimenterie-gargenville,2/8/2020,4295868961,HeidelbergCement AG,1 Dry - 2.0Mt/yr,1,DRY,,,2,Mt/yr,Jean-François Bricaud,Tel: +33 1 3497 1800,fax: +33 1 3093 7248
DEU,DEU0012,Germany,Grinding,Sötenich Plant,Opterra Karsdorf GmbH (CRH),Kall/Sötenich,Operating,50.520752,6.560266,GCD,Exact,5054811689,Opterra Zement GmbH,0.45,,https://www.opterra-crh.com/ueber-uns/standorte/,2/10/2020,4295874867,CRH PLC,0.5Mt/yr,,,,,0.5,Mt/yr,,Tel: +49 2441 99 110,Fax: +49 2411 99 11 46
DEU,DEU0013,Germany,Integrated,Karsdorf Plant,Opterra Zement GmbH (CRH),"Karsdorf, Saxony-Anhalt",Operating,51.270124,11.660638,GCD,Exact,5054811689,Opterra Zement GmbH,2.3,,https://www.opterra-crh.com/ueber-uns/standorte/,2/10/2020,4295874867,CRH PLC,2 Dry - 1.4Mt/yr,2,DRY,,,1.4,Mt/yr,Berthold Perschall,Tel: +49 3446 1744 998 Tel: +49 3446 1740 05,
GHA,GHA0001,Ghana,,,,,Operating,5.621991,-0.014344,http://www.dangotecement.com/operations/ghana/,Exact,5001198258,Dangote Cement PLC,1.5,2011,http://www.dangotecement.com/operations/ghana/,2/7/2020,5001198258,Dangote Cement PLC,,,,,,,,,,
GTM,GTM0001,Guatemala,Grinding,Arizona Plant,Cemex Cement,"Puerto de San Jose, Escuintla",Operating,13.969258,-90.794927,GCD,Exact,5037662080,CEMEX Latam Holdings SA,0.5,,https://www.cemexguatemala.com/ubicaciones,2/8/2020,5000057902,Cemex SAB de CV,0.545Mt/yr,,,,,0.545,Mt/yr,,,
IND,IND0001,India,Grinding,Butibori Plant,Reliance Cement,"Butibori, Nagpur, Maharashtra",Operating,20.928244,78.922224,GCD,Exact,4298546065,RCCPL Pvt Ltd,0.58,,https://www.birlacorporation.com/plants.html,2/5/2020,4295872966,Birla Corporation Ltd,0.5Mt/yr,,,,,0.5,Mt/yr,Shri Arun Kumar Singh,,
IND,IND0002,India,Grinding,Durgapur Plant,Birla Corporation,"Durgapur, Burdwan, West Bengal",Operating,23.562013,87.23354,GCD,Exact,4295872966,Birla Corporation Ltd,2.3,,https://www.birlacorporation.com/plants.html,2/5/2020,4295872966,Birla Corporation Ltd,1.6Mt/yr,,,,,1.6,Mt/yr,P C Mathur,Tel: +91 34 3645 4051,Fax: +91 34 3258 5290
IND,IND0003,India,Integrated,Madhya Pradesh plant,Reliance Cement (Birla Corporation),"Maihar, Madhya Pradesh",Operating,24.254955,80.797654,GCD,Exact,4298546065,RCCPL Pvt Ltd,3,,https://www.birlacorporation.com/plants.html,2/5/2020,4295872966,Birla Corporation Ltd,2.8Mt/yr,,,,,2.8,Mt/yr,,,
IND,IND0004,India,Integrated,Satna plant,Birla Corporation,"Birla Vikas, Satna, Madhya Pradesh",Operating,24.595585,80.858324,GCD,Exact,4295872966,Birla Corporation Ltd,2.2,,https://www.birlacorporation.com/plants.html,2/5/2020,4295872966,Birla Corporation Ltd,1.7Mt/yr,,,,,1.7,Mt/yr,P S Marwah,Tel: +91 76 7241 2000,Fax: +91 76 7225 7456
IND,IND0005,India,Integrated,Chanderia plant,Birla Corporation,"Madhav Nagar, Chittorgarh, Rajasthan",Operating,24.930921,74.634164,GCD,Exact,4295872966,Birla Corporation Ltd,4,,https://www.birlacorporation.com/plants.html,2/5/2020,4295872966,Birla Corporation Ltd,2.5Mt/yr,,,,,2.5,Mt/yr,Vinod Kumar Hamirwasia,Tel: +91 14 7225 6601,Fax: +91 14 7225 6609
IND,IND0006,India,Grinding,Raebareli Plant,Birla Corporation,"Amawan Road, Raebareli, Uttar Pradesh",Operating,26.253459,81.250948,GCD,Exact,4295872966,Birla Corporation Ltd,1.3,,https://www.birlacorporation.com/plants.html,2/5/2020,4295872966,Birla Corporation Ltd,0.6Mt/yr,,,,,0.6,Mt/yr,B K Agarwal,Tel: +91 53 5221 7114,Fax: +91 53 5221 7239
IND,IND0007,India,Grinding,Kundanganj Plant,Reliance Cement,"Kundanganj, Rae Bareli, Uttar Pradesh",Operating,26.404843,81.130322,GCD,Exact,4298546065,RCCPL Pvt Ltd,2,,https://www.birlacorporation.com/plants.html,2/5/2020,4295872966,Birla Corporation Ltd,2.2Mt/yr - Loesche LM 46.2+2,,,,,2.2,Mt/yr,Shri Haribhanu Parihar,,
IND,IND0014,India,Integrated,Manikgarh plant,Century Cement (UltraTech),"Gadchandur, Chandrapur, Maharashtra",Operating,19.724394,79.176075,GCD,Exact,,Century Cement,6,1987,http://birlagoldcement.com/our-plants#plantsdropdown,2/17/2020,4295873184,Century Textile and Industries Ltd,2 - 2.2Mt/yr,,,,,2.2,Mt/yr,P S Bakshi,Tel: +91 71 7324 6840,Fax: +91 7173 246 485
IND,IND0015,India,Integrated,Century Cement plant,Century Cement (UltraTech),"Baikunth, Raipur, Chattisgarh",Operating,21.497474,81.78279,GCD,Exact,,Century Cement,2.4,1974,http://birlagoldcement.com/our-plants#plantsdropdown,2/17/2020,4295873184,Century Textile and Industries Ltd,2.1Mt/yr,,,,,2.1,Mt/yr,Alok Patni,Tel: +91 77 2126 1222,Fax: +91 77 2126 1229
IND,IND0016,India,Integrated,Maihar plant,Century Cement (UltraTech),"Sarlanagar, Satna, Madhya Pradesh",Operating,24.202644,80.799867,GCD,Exact,,Century Cement,4.2,1979,http://birlagoldcement.com/our-plants#plantsdropdown,2/17/2020,4295873184,Century Textile and Industries Ltd,4.2Mt/yr,,,,,4.2,Mt/yr,R K Vaishnavi,Tel: +91 76 7427 7067,Fax: +91 76 7427 7806
IND,IND0017,India,Integrated,Sonar Bangla plant,Century Cement (UltraTech),"Gankar, Murshidabad, West Bengal",Operating,24.388462,88.083237,GCD,Exact,,Century Cement,2,2013,http://birlagoldcement.com/our-plants#plantsdropdown,2/17/2020,4295873184,Century Textile and Industries Ltd,1.5Mt/yr,,,,,1.5,Mt/yr,A K Panja,Tel: +91 38 4323 7129,Fax: +91 38 4323 7140
IND,IND0018,India,Integrated,Karikkali plant,Chettinad Cement,"Karikkali, Dindigul, Tamil Nadu",Operating,10.712664,78.09319,GCD,Exact,4295872681,Chettinad Cement Corporation Pvt Ltd,4.5,,https://www.chettinad.com/cements_plants.php?site=Karikkali,2/6/2020,4295872681,Chettinad Cement Corporation Pvt Ltd,4.3Mt/yr,,,,,4.3,Mt/yr,N Muthusamy,Tel: +91 45 5123 4441 ( / 23 4431),Fax: +91 45 5123 4608
IND,IND0019,India,Integrated,Puliyur plant,Chettinad Cement,"Puliyur Cement, Karur, Tamil Nadu",Operating,10.937116,78.152888,GCD,Exact,4295872681,Chettinad Cement Corporation Pvt Ltd,1.7,,https://www.chettinad.com/cements_plants.php?site=Puliyur,2/6/2020,4295872681,Chettinad Cement Corporation Pvt Ltd,1.7Mt/yr,,,,,1.7,Mt/yr,A Annadurai,Tel: +91 43 2425 1354 ( / 55 / 56),Fax: +91 43 2425 1356
IND,IND0056,India,Grinding,Chennai Plant,Zuari Cement (HeidelbergCement),"Attipattu, Ponneri Taluk, Thiruvallur, Chennai",Operating,13.260661,80.306354,GCD,Exact,4296029056,Zuari Cement Ltd,1,2011,http://www.zuaricements.com/index.php/our-plants/plants/zuari-cement-yerraguntla-works,2/8/2020,4295868961,HeidelbergCement AG,1.0Mt/yr,,,,,1,Mt/yr,Y Nagendra Prasad,Tel: +91 44 2796 0027,Fax: +91 44 2796 0028
IND,IND0058,India,Integrated,Krishna Nagar plant,Zuari Cement (HeidelbergCement),"Yerraguntla, Kadapa, Andhra Pradesh",Operating,14.60521,78.522478,GCD,Exact,4296029056,Zuari Cement Ltd,4.6,1985,http://www.zuaricements.com/index.php/our-plants/plants/zuari-cement-yerraguntla-works,2/8/2020,4295868961,HeidelbergCement AG,3.8Mt/yr,,,,,3.8,Mt/yr,Y S Rao,Tel: +91 85 6327 5108,Fax: +91 85 63275164
IND,IND0060,India,Grinding,Solapur plant,Zuari Cement (HeidelbergCement),"Solapur, Maharastra",Operating,17.540668,76.034869,GCD,Exact,4296029056,Zuari Cement Ltd,0.95,2015,http://www.zuaricements.com/index.php/our-plants/plants/zuari-cement-yerraguntla-works,2/8/2020,4295868961,HeidelbergCement AG,1.2Mt/yr,,,,,1.2,Mt/yr,G. Gopal Krishnamurthy,+ 217 2500740,
IND,IND0063,India,Integrated,,The India Cements,"Sankarnagar, Tamil Nadu",Operating,8.78885,77.730918,GCD,Exact,4295873040,India Cements Ltd,2.05,,https://www.indiacements.co.in/plants-locations.php,2/6/2020,4295873040,India Cements Ltd,2.1Mt/yr,,,,,2.1,Mt/yr,J Thirumeni,Tel: +91 46 2230 0221,Fax: +91 46 2230 0294
IND,IND0064,India,Integrated,Dalvoi plant,The India Cements,"Cement Nagar, Ariyalur, Tamil Nadu",Operating,11.357619,79.223045,GCD,Exact,4295873040,India Cements Ltd,1.85,,https://www.indiacements.co.in/plants-locations.php,2/6/2020,4295873040,India Cements Ltd,1.9Mt/yr,,,,,1.9,Mt/yr,K Rajendran,Tel: +91 43 2924 8201,Fax: +91 43 2924 8248
