iso3,uid,country,plant_type,gcd_plant_name,gcd_company_name,gcd_location,status,latitude,longitude,source,accuracy,permid,company_name,reported_capacity,reported_online_modernisation,owner_source,date_accessed,parent_permid,parent_name,desc,num_kilns_1,kiln_type_1,num_kilns_2,kiln_type_2,capacity,capacity_unit,contact,tel,fax,rank,pop2020,GrowthRate
TUR,TUR0030,Turkey,Integrated,,Ereğli Çimento San. ve Tic. A.Ş. (Sanko Group),"Eregli, Zonguldak",Operating,41.2413814,31.63049997,GCD,Approximate,,,,,,,,,0.22Mt/yr,,,,,0.22,Mt/yr,,Tel: +90 (372) 315 15 00,,,84339.067,0.0109
TUR,TUR0037,Turkey,Grinding,,Limak Batı Çimento San. ve Tic. A.Ş.,"Ambarlı, İstanbul",Operating,40.9760031,28.7115604,GCD,Approximate,,,,,,,,,1Mt/yr,,,,,1.0,Mt/yr,,Tel: +90 (216) 468 00 00,Fax: +90 (216) 468 00 99,,84339.067,0.0109
TUR,TUR0042,Turkey,Grinding,Egeçim Plant,Limak Çimento,"Derik, Manisa",Operating,38.6155028999999,27.4255716,GCD,Approximate,5000865391.0,Limak Cimento Sanayi ve Ticaret AS,,,http://www.limak.com.tr/sectors/cement/factories/limak-ege-cement,2020-02-06,4298442379.0,Limak Holding AS,0.7Mt/yr,,,,,0.7,Mt/yr,,Tel: +90 23 2880 2040,Fax: +90 23 2880 2042,,84339.067,0.0109
TUR,TUR0049,Turkey,Integrated,,Limak İstaş İnşaat,Ankara,Operating,39.9215218999999,32.8537929,GCD,Approximate,,,,,,,,,1.0Mt/yr,,,,,1.0,Mt/yr,Mehmet Kizilbulut,Tel: +90 312 646 5179,Fax: +90 312 646 5178,,84339.067,0.0109
TUR,TUR0079,Turkey,Grinding,,Yurt Silopi,"Silopi, Şırnak Batman",Operating,37.248463,42.470594,GCD,Approximate,,,,,,,,,,,,,,,,,Tel: +90 436 236 6060,,,84339.067,0.0109
TKM,TKM0003,Turkmenistan,Integrated,Bezmeinskiy Plant,Turkmencement (State-owned),"Bezmein, Aşgabat",Operating,38.025914,58.159751,GCD,Approximate,,,,,,,,,1.0Mt/yr,,,,,1.0,Mt/yr,,,,,6031.2,0.015
TKM,TKM0005,Turkmenistan,Integrated,Lebap Plant,Turkmencement (State-owned),"Koytendag, Lebap",Operating,37.513121000000005,66.016271,GCD,Approximate,,,,,,,,,1.0Mt/yr,,,,,1.0,Mt/yr,,,,,6031.2,0.015
UZB,UZB0003,Uzbekistan,Integrated,,Almalyk Mining and Metallurgical Complex (AMMC),"Zafarabad, Jizzakh",Operating,40.391856,67.823349,GCD,Approximate,,,,,,,,,1.0Mt/yr 0.5Mt/yr (White),,,,,1.0,Mt/yr,,Tel: +998 711 419 009,Fax: +998 711 419 033,,33469.203,0.0148
UZB,UZB0005,Uzbekistan,Integrated,,Karakalpak Cement,Karakalpakstan,Operating,44.768384399999896,56.19536656,GCD,Approximate,,,,,,,,,0.5Mt/yr,,,,,0.5,Mt/yr,,,,,33469.203,0.0148
UZB,UZB0006,Uzbekistan,Integrated,,Keer,Andijan,Operating,40.7601297999999,72.365849,GCD,Approximate,,,,,,,,,0.02Mt/yr,,,,,0.02,Mt/yr,,,,,33469.203,0.0148
UZB,UZB0011,Uzbekistan,Integrated,,SingLida,"Ahtachi, Andijan",Operating,40.7601297999999,72.365849,GCD,Approximate,,,,,,,,,0.1Mt/yr (Plans to expand to 0.2Mt/yr),,,,,0.1,Mt/yr,,,,,33469.203,0.0148
UZB,UZB0013,Uzbekistan,Integrated,UZ-Angren Building Materials Plant,Uzqurillishmateriallari,"Angren, Tashkent",Operating,41.0104427999999,70.0797177,GCD,Approximate,,,,,,,,,2 Wet - 0.2Mt/yr,2.0,WET,,,0.2,Mt/yr,Bakhritdin B Babakulov,Tel: +998 737 1662 4636,Fax: +998 737 1662 3904,,33469.203,0.0148
VNM,VNM0001,Vietnam,Grinding,BMT Plant,Aalborg Portland Cement,"Bien Hoa City, Dong Nai",Operating,10.9569454,106.8536492,GCD,Approximate,,,,,,,,,0.1Mt/yr,,,,,0.1,Mt/yr,,,,,97338.579,0.0091
VNM,VNM0004,Vietnam,Grinding,Quang Tri Plant,Bim Son Cement,"Dong Ha, Quang Tri",Operating,16.80249295,107.0953385,GCD,Approximate,,,,,,,,,0.3Mt/yr,,,,,0.3,Mt/yr,,Tel: +84 37 382 4242,Fax: +84 37 382 4046,,97338.579,0.0091
VNM,VNM0007,Vietnam,Integrated,,Can Tho-Hau Giang,Phu Huu Industrial Park,Operating,9.9373355,105.8704159,GCD,Approximate,,,,,,,,,0.7Mt/yr,,,,,0.7,Mt/yr,,,,,97338.579,0.0091
VNM,VNM0011,Vietnam,Integrated,,Cau Duoc Cement,"Vinh, Nghe An",Operating,18.667346,105.651094,GCD,Approximate,,,,,,,,,1Mt/yr (Est.),,,,,1.0,Mt/yr,,Tel: +84 238 3842 634,Fax: +84 388 543 98,,97338.579,0.0091
VNM,VNM0012,Vietnam,Integrated,,Dien Bien Cement,"Muong Thanh, Dien Bien Phu",Operating,21.3867796999999,103.0119753,GCD,Approximate,,,,,,,,,1.0Mt/yr (Est.),,,,,1.0,Mt/yr,,Tel: +84 230 838 2145,Fax: +84 230 383 2144,,97338.579,0.0091
VNM,VNM0013,Vietnam,Integrated,,Dong Binh Cement,Lang Son,Operating,21.8932309,106.58843130000001,GCD,Approximate,,,,,,,,,1Mt/yr,,,,,1.0,Mt/yr,,+84 253870195,+84 253872957,,97338.579,0.0091
VNM,VNM0015,Vietnam,Integrated,,Dong Son Cement,Thái Nguyên,Operating,21.655458,105.8359331,GCD,Approximate,,,,,,,,,0.6Mt/yr,,,,,0.6,Mt/yr,,Tel: +84 280 365 7866,Fax: +84 280 375 1820,,97338.579,0.0091
VNM,VNM0018,Vietnam,Integrated,,Ha Tien Kien Giang Cement,"Bin An, Kien Luong",Operating,10.27712885,104.6500365,GCD,Approximate,,,,,,,,,0.2Mt/yr,,,,,0.2,Mt/yr,,Tel: +84 77 854 359,Fax: +84 77 854 362,,97338.579,0.0091
VNM,VNM0021,Vietnam,Grinding,Thu Duc Plant,Ha-Tien Cement (VICEM),"Thu Duc, Ho Chi Minh",Operating,10.852588,106.7558383,GCD,Approximate,,,,,,,,,1.8Mt/yr,,,,,1.8,Mt/yr,,+84 38966608,,,97338.579,0.0091
VNM,VNM0023,Vietnam,Integrated,,Hai Van Cement,"Lien Chieu, Da Nang",Operating,15.597334400000001,107.97580890000002,GCD,Approximate,,,,,,,,,1.0Mt/yr (Est),,,,,1.0,Mt/yr,,Tel: +84 511 742 529,Fax: +84 511 842 890,,97338.579,0.0091
VNM,VNM0028,Vietnam,Integrated,,Hoang Mai Cement,,Operating,14.496364999999999,108.16366699999999,GCD,Approximate,,,,,,,,,1Mt/yr,,,,,1.0,Mt/yr,,+84 383866170,+84 383866648,,97338.579,0.0091
VNM,VNM0035,Vietnam,Integrated,,Langbang Cement,Quang Ninh,Operating,10.0434969,105.7829976,GCD,Approximate,,,,,,,,,1.5Mt/yr,,,,,1.5,Mt/yr,,,,,97338.579,0.0091
VNM,VNM0036,Vietnam,Integrated,,Luong Son Cement,Thai Nguyen,Operating,21.655458,105.8359331,GCD,Approximate,,,,,,,,,1.2Mt/yr,,,,,1.2,Mt/yr,,Tel: +84 253 872 195,Fax: +84 253 870 957,,97338.579,0.0091
VNM,VNM0038,Vietnam,Grinding,Can Tho - Hau Giang Plant,Mineral JSC / Can Tho Cement,Thot Not,Operating,10.2391826999999,105.5454906,GCD,Approximate,,,,,,,,,0.3Mt/yr,,,,,0.3,Mt/yr,,Tel: +84 71 0385 9315 ( / 9216),Fax: +84 71 0385 9562,,97338.579,0.0091
VNM,VNM0039,Vietnam,Integrated,,Morning Star Cement,"Hai Ba Trung, Hanoi",Operating,21.0070259,105.8603647,GCD,Approximate,,,,,,,,,1.4Mt/yr,,,,,1.4,Mt/yr,,Tel: +84 439 782 011,Fax: +84 433 782 012,,97338.579,0.0091
VNM,VNM0040,Vietnam,Integrated,,Nam Dong Cement,"Thuong Quang, Nam Dong, Thua Thien Hue",Operating,16.11828525,107.68430890000002,GCD,Approximate,,,,,,,,,1.8Mt/yr,,,,,1.8,Mt/yr,,,,,97338.579,0.0091
VNM,VNM0042,Vietnam,Integrated,,Ngu Hanh Cement,"Lien Chieu, Quang Nam",Operating,15.597334400000001,107.97580890000002,GCD,Approximate,,,,,,,,,1.0Mt/yr (Est.),,,,,1.0,Mt/yr,,Tel: +84 511 821 402,Fax: +84 511 820 409,,97338.579,0.0091
VNM,VNM0045,Vietnam,Integrated,,Quang Ninh Cement,"Ha Long, Quang Ninh",Operating,14.5611258999999,109.0664837,GCD,Approximate,,,,,,,,,1.2Mt/yr,,,,,1.2,Mt/yr,,Tel: +84 338 416 48,Fax: +84 338 416 39,,97338.579,0.0091
VNM,VNM0051,Vietnam,Integrated,,Thach My Cement,Quang Nam,Operating,15.597334400000001,107.97580890000002,GCD,Approximate,,,,,,,,,1.7Mt/yr,,,,,1.7,Mt/yr,,,,,97338.579,0.0091
VNM,VNM0057a,Vietnam,Integrated,,Tan Quang Cement Joint Stock Company,"Trang Da, Tuyen Quang",Operating,22.1256755,105.20897250000002,GCD,Approximate,,,,,,,,,0.8Mt/yr,,,,,0.8,Mt/yr,,Tel: +84 273 881 268,,,97338.579,0.0091
VNM,VNM0057b,Vietnam,Integrated,,Tuyên Quang Cement (Vinacomin),"Trang Da, Tuyên Quang",Operating,22.1256755,105.20897250000002,GCD,Approximate,,,,,,,,,1.7Mt/yr,,,,,1.7,Mt/yr,,,,,97338.579,0.0091
VNM,VNM0062,Vietnam,Integrated,,VICEM,Haiphong,Operating,20.858864,106.6749591,GCD,Approximate,,,,,,,,,1 Dry - 1.7Mt/yr,1.0,DRY,,,1.7,Mt/yr,,Tel: +84 31 875 480 ( / 842 014),Fax: +84 31 875 478 ( / 842 012),,97338.579,0.0091
VNM,VNM0063,Vietnam,Integrated,,VICEM,"Lukvasi, Kim Dinh",Operating,10.5060641999999,107.13427790000001,GCD,Approximate,,,,,,,,,4 Dry - 3.1Mt/yr,4.0,DRY,,,3.1,Mt/yr,,,,,97338.579,0.0091
VNM,VNM0065,Vietnam,Integrated,,VICEM,"Nghi Son, Cong Thanh",Operating,10.9418300999999,106.7319622,GCD,Approximate,,,,,,,,,3 Dry - 5.4Mt/yr,3.0,DRY,,,5.4,Mt/yr,,Tel: +84 83 915 1606,Fax: +84 83 915 1604,,97338.579,0.0091
VNM,VNM0067,Vietnam,Integrated,,VICEM,"Trung Son, Tam Diep, Ninh Binh",Operating,20.2449753,105.9826291,GCD,Approximate,,,,,,,,,1 Dry - 1.4Mt/yr,1.0,DRY,,,1.4,Mt/yr,,Tel: +84 30 864 904 ( / 771 140),Fax: +84 30 864 909,,97338.579,0.0091
VNM,VNM0068,Vietnam,Integrated,,VICEM,"Vinakansia, Ninh Binh",Operating,20.2449753,105.9826291,GCD,Approximate,,,,,,,,,2 Dry -2.8Mt/yr,2.0,DRY,,,2.8,Mt/yr,,,,,97338.579,0.0091
VNM,VNM0075b,Vietnam,Integrated,,Lang Son Joint Stock Company,"Dong Kinh, Lang Son",Operating,21.845809,106.763199,GCD,Approximate,,,,,,,,,1Mt/yr (Est.),,,,,1.0,Mt/yr,,Tel: +84 253 870 195,Fax: +84 253 872 957,,97338.579,0.0091
VNM,VNM0101,Vietnam,Integrated,,Minh Tam,Binh Phuoc,Operating,11.632931,106.543847,GCD,Approximate,,,,,,,,,4.5Mt/yr (expected) Expected operation start: July 2019,,,,,4.5,Mt/yr,,,,,97338.579,0.0091
VNM,VNM0102,Vietnam,Integrated,,Phu Son,"Nho Quan, Ninh Binh",Operating,20.342707,105.755475,GCD,Approximate,,,,,,,,,2.4Mt/yr,,,,,2.4,Mt/yr,,,,,97338.579,0.0091
