iso3,uid,country,plant_type,gcd_plant_name,gcd_company_name,gcd_location,status,latitude,longitude,source,accuracy,permid,company_name,reported_capacity,reported_online_modernisation,owner_source,date_accessed,parent_permid,parent_name,desc,num_kilns_1,kiln_type_1,num_kilns_2,kiln_type_2,capacity,capacity_unit,contact,tel,fax
CHN,CHN0266,China,Integrated,,Gansu Wushan Cement,"Yuanyang, Wushan, Tianshui, Gansu",Operating,34.7961933,104.7803557,GCD,Approximate,,,,,,,,,2 Dry - 1Mt/yr,2.0,DRY,,,1.0,Mt/yr,,+86-938-3534158,+86-938-3137087
CHN,CHN0267,China,Integrated,,Gansu Yongtong Group Cement,"Tungouwan, Wusheng, Yongdeng, Lanzhou, Gansu",Operating,36.7331602,103.26155390000001,GCD,Approximate,,,,,,,,,3 Shaft - 0.16Mt/yr,,,,,0.16,Mt/yr,,+86-931-6650072,+86-931-6650072
CHN,CHN0268,China,Integrated,,Guangdong Guoying Lvzhou Cement,"Xincun Liancheng, Lianjiang, Zhanjiang, Guangdong",Operating,21.7285518,110.0384997,GCD,Approximate,,,,,,,,,1 Dry - 0.31Mt/yr,1.0,DRY,,,0.31,Mt/yr,,+86-759-6626771,+86-759-6602793
CHN,CHN0269,China,Integrated,,Guangdong Guoying Sanma Cement,"Shuangfeng, Tanshui, Yangchun, Yangjiang, Guangdong",Operating,22.0463056,111.607747,GCD,Approximate,,,,,,,,,1 Dry - 0.78Mt/yr,1.0,DRY,,,0.78,Mt/yr,,+86-662-7854210,+86-662-7851280
CHN,CHN0275,China,Integrated,,Guangdong Xingning Ningjiang Builing Materials Industrial,"No.38 Guanshan, Third Road, Xingcheng, Xingning, Meizhou, Guangdong",Operating,24.1466813,115.728847,GCD,Approximate,,,,,,,,,1Dry - 0.62Mt/yr,1.0,DRY,,,0.62,Mt/yr,,+86-753-3397992,+86-753-3506398
CHN,CHN0276,China,Integrated,,Guangxi Beiliu Shentong Cement,"Xinyu, Beiliu, Yulin, Guangxi",Operating,22.4427933,110.5314264,GCD,Approximate,,,,,,,,,2 Shaft - 0.20Mt/yr,,,,,0.2,Mt/yr,,+86-775-6223287,+86-775-6223287
CHN,CHN0277,China,Integrated,,Guangxi Dahua Jinhe Cement,"Gugan, Dahua, Dahua, Hechi, Guangxi",Operating,23.7293096,107.99646010000001,GCD,Approximate,,,,,,,,,2 Shaft - 0.16Mt/yr,,,,,0.16,Mt/yr,,+86-778-5817936,+86-778-5809365
CHN,CHN0280,China,Integrated,,Guangxi Huahong Cement,"Xinxing, Pumiao, Yongning, Nanning, Guangxi",Operating,22.7544458999999,108.49106840000002,GCD,Approximate,,,,,,,,,1 Dry - 0.41Mt/yr,1.0,DRY,,,0.41,Mt/yr,,+86-771-4723855,+86-771-4712271
CHN,CHN0281,China,Integrated,,Guangxi Xipu Nanyan Cement,"Shibanling, Mengshan, Mengshan, Wuzhou, Guangxi",Operating,24.203132999999898,110.52155400000001,GCD,Approximate,,,,,,,,,1 Dry - 0.78Mt/yr,1.0,DRY,,,0.78,Mt/yr,,+86-774-6297588,+86-774-6297588
CHN,CHN0284,China,Integrated,,Guangzhou Zhujiang Cement Plant,"Shenxian, Baiyun, Guangzhou, Guangdong",Operating,23.2855005,113.32804399999901,GCD,Approximate,,,,,,,,,1 Dry - 1.25Mt/yr,1.0,DRY,,,1.25,Mt/yr,,+86-20-86607692,+86-20-86607915
CHN,CHN0285,China,Integrated,,Guide Cement,"Mabao, Adong, Guide, Hainan, Qinghai",Operating,35.9866459,101.44808809999901,GCD,Approximate,,,,,,,,,1 Shaft - 0.09Mt/yr,,,,,0.09,Mt/yr,,+86-974-8560221,+86-974-8560221
CHN,CHN0286,China,Integrated,,Guigang Shuangyan Special Cement,"Nanjiang Gangnan, Guigang, Guangxi",Operating,23.0884351,109.6225831,GCD,Approximate,,,,,,,,,1 Dry - 0.31Mt/yr,1.0,DRY,,,0.31,Mt/yr,,+86-775-4338837,+86-775-4337188
CHN,CHN0287,China,Integrated,,Guilin Tieshan Cement,"Dayu Dayu, Lingchuan, Guilin, Guangxi",Operating,25.397474300000003,110.3161347,GCD,Approximate,,,,,,,,,2 Shaft - 0.20Mt/yr,,,,,0.2,Mt/yr,,+86-773-5863389,+86-773-5861692
CHN,CHN0288,China,Integrated,,Guiyang Cement,"Xianggongbei Road, Baiyun, Guiyang, Guizhou",Operating,26.73227345,106.662771099999,GCD,Approximate,,,,,,,,,1Dry - 0.62Mt/yr,1.0,DRY,,,0.62,Mt/yr,,+86-851-4830500,+86-851-4830511
CHN,CHN0289,China,Integrated,,Guiyang Huaxi Jinlong Cement,"Yangniu, Huaxi, Guiyang, Guizhou",Operating,26.3800022,106.6656788,GCD,Approximate,,,,,,,,,2 Shaft - 0.20Mt/yr,,,,,0.2,Mt/yr,,+86-851-3611616,+86-851-3610042
CHN,CHN0290,China,Integrated,,Guiyang Wudang Yeya Cement,"Wudang, Guiyang, Guizhou",Operating,26.747325,106.8681149,GCD,Approximate,,,,,,,,,2 Shaft - 0.16Mt/yr,,,,,0.16,Mt/yr,,+86-851-4720024,+86-851-4720024
CHN,CHN0291,China,Integrated,,Guizhou Bohong Industrial,"Laoyingshan, Zhongshan, Liupanshui, Guizhou",Operating,26.537179,105.041367,GCD,Approximate,,,,,,,,,1 Dry - 0.78Mt/yr,1.0,DRY,,,0.78,Mt/yr,,+86-858-6260214,+86-858-6260210
CHN,CHN0292,China,Integrated,,Guizhou Duyun Cement,"No.27 Yangchang Road, Dyun, Qiannan, Guizhou",Operating,26.1290958,107.2995136,GCD,Approximate,,,,,,,,,3 Shaft - 0.40Mt/yr,,,,,0.4,Mt/yr,,+86-854-8325211,+86-854-8325211
CHN,CHN0296,China,Integrated,,Guizhou Weng’an Yushan Cement,"Yushan, Weng’an, Qiannan, Guizhou",Operating,27.2206,107.338,GCD,Approximate,,,,,,,,,2 Shaft - 0.19Mt/yr,,,,,0.19,Mt/yr,,+86-854-2911088,+86-854-2911088
CHN,CHN0297,China,Integrated,,Hainan Bayi Cement,"Bayi Farm, Danzhou, Hainan",Operating,19.6574654,109.24422140000001,GCD,Approximate,,,,,,,,,2 Shaft - 0.20Mt/yr,,,,,0.2,Mt/yr,,+86-898-23761608,+86-898-23761536
CHN,CHN0298,China,Integrated,,Hainan Bayi Jinling Cement,"Bayi Farm, Danzhou, Hainan",Operating,19.6574654,109.24422140000001,GCD,Approximate,,,,,,,,,3 Shaft - 0.30Mt/yr,,,,,0.3,Mt/yr,,+86-898-23768170,+86-898-23764866
CHN,CHN0299,China,Integrated,,Hainan Tongshi Dajiangnan Cement,"Maoyang, Wuzhishan, Hainan",Operating,18.9406237,109.52812320000001,GCD,Approximate,,,,,,,,,2 Shaft - 0.10Mt/yr,,,,,0.1,Mt/yr,,+86-898-86726158,+86-898-86726189
CHN,CHN0300,China,Grinding,Hainan Plant,Hainan Wuzhishan Dajiangnan Cement,"Maoyang, Wuzhishan, Hainan",Operating,18.9406237,109.52812320000001,GCD,Approximate,,,,,,,,,0.6Mt/yr,,,,,0.6,Mt/yr,,,
CHN,CHN0301,China,Integrated,,Hancheng Qiyuan Building Materials,"Goubei Road, Xizhuang, Hancheng, Shaanxi",Operating,35.4762518999999,110.45080290000001,GCD,Approximate,,,,,,,,,1 Shaft - 0.10Mt/yr,,,,,0.1,Mt/yr,,+86-913-5293336,+86-913-5293337
CHN,CHN0302,China,Integrated,,Hangzhou Hucheng Cement,"Shujia, Lijia, Jiande, Hangzhou, Zhejiang",Operating,29.3286533999999,119.0326541,GCD,Approximate,,,,,,,,,1 Dry - 0.94Mt/yr,1.0,DRY,,,0.94,Mt/yr,,+86-575-64591108,+86-575-64591108
CHN,CHN0303,China,Integrated,,Hanjiang Yangchun Building Materials,"Yangchunqiao, Nanzheng, Hanzhong, Shaanxi",Operating,33.006823600000004,106.936631,GCD,Approximate,,,,,,,,,2 Shaft - 0.20Mt/yr,,,,,0.2,Mt/yr,,+86-916-5527187,+86-916-5527187
CHN,CHN0304,China,Integrated,,Hanyin Hanyuan Building Materials,"Yuehe, Chengguan, Hanyin, Ankang, Shaanxi",Operating,32.8856282,108.50313510000001,GCD,Approximate,,,,,,,,,2 Shaft - 0.15Mt/yr,,,,,0.15,Mt/yr,,+86-915-5271377,+86-915-5216053
CHN,CHN0305,China,Integrated,,Harbin Honggu Cement Plant Qiqihar Subsidiary,"No.32 Nanshu Road, Tiefeng, Qiqihar, Heilungkiang",Operating,47.295922999999995,124.225526,GCD,Approximate,,,,,,,,,1 Dry - 0.31Mt/yr,1.0,DRY,,,0.31,Mt/yr,,+86-452-2539666,+86-452-2539666
CHN,CHN0306,China,Integrated,,Harbin Quanxing Cement,"No.278 South Street, Yuquan, Acheng, Harbin,",Operating,45.413422,127.16478000000001,GCD,Approximate,,,,,,,,,1 Dry - 0.40Mt/yr,1.0,DRY,,,0.4,Mt/yr,,+86-451-53849170,+86-451-53847014
CHN,CHN0310,China,Integrated,,Hebei Yehe Cement,"Pinghsan, Industrial Park, Shijiazhuang, Hebei",Operating,38.04,114.47,GCD,Approximate,,,,,,,,,1 Dry - 0.31Mt/yr,1.0,DRY,,,0.31,Mt/yr,,+86-311-82801082,+86-311-82801082
CHN,CHN0311,China,Integrated,,Hebukesair Xueshan Cement,"Heshituoluogai, Hefeng, Tacheng, Xinjiang",Operating,46.7468826,82.9797318,GCD,Approximate,,,,,,,,,1 Dry - 0.31Mt/yr,1.0,DRY,,,0.31,Mt/yr,,+86-990-6727258,+86-990-6727101
CHN,CHN0312,China,Integrated,,Hebukesair Yili te Beitun Building Materials,"Heshituoluogai, Hefeng, Tacheng, Xinjiang",Operating,46.7468826,82.9797318,GCD,Approximate,,,,,,,,,1 Dry - 0.31Mt/yr,1.0,DRY,,,0.31,Mt/yr,,+86-990-6728687,+86-990-6728788
CHN,CHN0313,China,Integrated,,Hechi Guangchi Cement,"Jianshe, Jinchengjiang, Jinchengjiang, Hechi, Guangxi",Operating,24.696569600000004,108.05237199999901,GCD,Approximate,,,,,,,,,3 Shaft - 0.40Mt/yr,,,,,0.4,Mt/yr,,+86-778-2106010,+86-778-2105061
CHN,CHN0314,China,Integrated,,Hechuan Duhui Cement Manufacture,"Wufenggou, Didian Town, Heyang, Weinan, Shaanxi",Operating,35.235757,110.140793099999,GCD,Approximate,,,,,,,,,1 Shaft - 0.11Mt/yr,,,,,0.11,Mt/yr,,+86-913-5750283,+86-913-5750283
CHN,CHN0315,China,Integrated,,Heihe Hengji Cement,"Xinxing Base Material Processing Zone Collaboration Area, Heihe, Heilungkiang",Operating,49.3572,129.00898700000002,GCD,Approximate,,,,,,,,,1 Dry - 0.37Mt/yr,1.0,Dry,,,0.37,Mt/yr,,-16512370,
CHN,CHN0317,China,Integrated,,Heilungkiang Huanan Xinglong Cement,"Jiaotong Street, Huanan, Kiamusze, Heilungkiang",Operating,46.798913,130.315703,GCD,Approximate,,,,,,,,,1 Dry - 0.31Mt/yr,1.0,DRY,,,0.31,Mt/yr,,+86-454-6222306,+86-454-6222821
CHN,CHN0318,China,Integrated,,Heilungkiang Xiaoling Cement,"Xiaoling, Achengt, Harbin, Heilungkiang",Operating,45.335437,127.307732,GCD,Approximate,,,,,,,,,1 Dry - 0.37Mt/yr,1.0,DRY,,,0.37,Mt/yr,,+86-451-53815339,+86-451-53815339
CHN,CHN0319,China,Integrated,,Heishan County Changhe Cement,"No.3 Kuangguang Road, Badaohao, Heishan, Jinzhou, Liaoning",Operating,41.817801,121.9864364,GCD,Approximate,,,,,,,,,1 Dry - 0.47Mt/yr,1.0,DRY,,,0.47,Mt/yr,,+86-416-5951536,+86-416-5951536
CHN,CHN0320,China,Integrated,,Henan Anyang Yimin Cement,"Hexi, Xujiagou, Anyang, Anyang, Henan",Operating,36.10235520000001,114.33633,GCD,Approximate,,,,,,,,,3 Shaft - 0.30Mt/yr,,,,,0.3,Mt/yr,,+86-372-5812160,+86-372-5812160
CHN,CHN0323,China,Integrated,,Henan Nanyang Hangtian Cement,"Pushan, Wolong, Nanyang, Henan",Operating,33.119945,112.592077,GCD,Approximate,,,,,,,,,2 Dry - 1.87Mt/yr,2.0,DRY,,,1.87,Mt/yr,,+86-377-2052360,+86-377-2052399
CHN,CHN0328,China,Integrated,,Henan Xiaoshan Cement Group,"Houya, Zhangmao, Shan, Sanmenxia, Henan",Operating,34.692778000000004,111.39861100000002,GCD,Approximate,,,,,,,,,2 Dry - 1.72Mt/yr,2.0,DRY,,,1.72,Mt/yr,,+86-398-3411075,+86-398-3411075
CHN,CHN0329,China,Integrated,,Henan Xinshiji Xinfeng Cement,"Gongnong West Street, Jishui, Weihui, Xinxiang, Henan",Operating,35.4126425,114.0633095,GCD,Approximate,,,,,,,,,1 Dry - 0.78Mt/yr,1.0,DRY,,,0.78,Mt/yr,,+86-373-4415228,+86-373-4415140
CHN,CHN0330,China,Integrated,,Henan Yanshi Cement Plant,"Zhuge, Zhuge, Yanshi, Luoyang, Henan",Operating,34.7309816,112.7769607,GCD,Approximate,,,,,,,,,1 Dry - 0.78Mt/yr,1.0,DRY,,,0.78,Mt/yr,,+86-379-7418175,+86-379-7418175
CHN,CHN0331,China,Integrated,,Henan Yunan Cement,"No.1 Quezheng Road, Queshan, Zhumadian, Henan",Operating,32.8035886,114.020005,GCD,Approximate,,,,,,,,,1 Dry - 0.78Mt/yr,1.0,DRY,,,0.78,Mt/yr,,+86-396-7060089,+86-396-7060311
CHN,CHN0333,China,Integrated,,Hengyang Xiangjiang Cement Industrial,"No.58 Xingfu Road, Zhengxiang, Hengyang, Hunan",Operating,26.88444255,112.5529242,GCD,Approximate,,,,,,,,,2 Dry - 1.72Mt/yr,2.0,DRY,,,1.72,Mt/yr,,+86-734-8270116,+86-734-8270116
CHN,CHN0335,China,Integrated,,Honghe Ziyan Cement,"Dongcun, Chenguan, Jianshui, Honghe, Yunnan",Operating,23.636260399999898,102.8263741,GCD,Approximate,,,,,,,,,2 Shaft - 0.16Mt/yr,,,,,0.16,Mt/yr,,+86-873-7694033,+86-873-7694035
CHN,CHN0343,China,Integrated,,Huaping Gaoyuan Building Materials,"Daixng, Huaping, Lijiang, Yunnan",Operating,26.6318810999999,101.26289820000001,GCD,Approximate,,,,,,,,,2 Dry - 0.50Mt/yr,2.0,DRY,,,0.5,Mt/yr,,+86-888-6451039,+86-888-6451386
CHN,CHN0344,China,Integrated,,Huating Longdong Building Materials Group,"Cedi, Huating, Pingliang, Gansu",Operating,35.310053700000005,106.603154,GCD,Approximate,,,,,,,,,1 Dry - 0.31Mt/yr,1.0,DRY,,,0.31,Mt/yr,,+86-933-7820001,+86-933-7820001
CHN,CHN0345,China,Integrated,,Huaxin Cement (41.9% LafargeHolcim),"Beizha, Zhaoyang, Zhaotong, Yunnan",Operating,27.38327775,103.700038,GCD,Approximate,,,,,,,,,1 Dry - 1.25Mt/yr,1.0,DRY,,,1.25,Mt/yr,,+86-870-2838848,+86-870-2838848
CHN,CHN0348,China,Integrated,,Huaxin Cement (41.9% LafargeHolcim),"Guojiaba, Guojiaba, Zigui, Yichang, Hubei",Operating,30.8253169,110.969372099999,GCD,Approximate,,,,,,,,,1 Dry - 1.25Mt/yr,1.0,DRY,,,1.25,Mt/yr,,+86-717-2672001,+86-717-2672001
CHN,CHN0351,China,Integrated,,Huaxin Cement (41.9% LafargeHolcim),"No.1 Huaxing Road, Wuxue, Hubei",Operating,30.019492,115.621347,GCD,Approximate,,,,,,,,,2 Dry - 3.37Mt/yr,2.0,DRY,,,3.37,Mt/yr,,+86-713-6549168,+86-713-6549168
CHN,CHN0356,China,Integrated,,Huaying Yongyi Cement,"Yucao, Xikou, Huaying, Guang’an, Sichuan",Operating,30.3843078,106.775599,GCD,Approximate,,,,,,,,,2 Shaft - 0.16Mt/yr,,,,,0.16,Mt/yr,,+86-826-4664675,+86-826-4661238
CHN,CHN0358,China,Integrated,,Hubei Huayang Cement,"No.24 Huaxiang Industrial Park, Huarong, Ezhou, Hubei",Operating,30.5347436999999,114.7278378,GCD,Approximate,,,,,,,,,3 Dry - 5Mt/yr,3.0,DRY,,,5.0,Mt/yr,,+86-711-3257175,+86-711-3566906
CHN,CHN0359,China,Integrated,Jinglan Cement,Hubei Jinglan Group,"Qianyang, Jingshan, Jingmen, Hubei",Operating,31.1372308,113.124384599999,GCD,Approximate,,,,,,,,,1 Dry - 0.62Mt/yr,1.0,DRY,,,0.62,Mt/yr,,+86-724-7539099,+86-724-7539088
CHN,CHN0362,China,Integrated,,Hubei Wudang Cement,"Hongmiao, Chengguan, Yunxi, Shiyan, Hubei",Operating,33.0009728,110.17886920000001,GCD,Approximate,,,,,,,,,1 Dry - 0.94Mt/yr,1.0,DRY,,,0.94,Mt/yr,,+86-719-6205368,+86-719-6205368
CHN,CHN0363,China,Integrated,,Hubei Zhuxi Ruicheng Cement,"Shuiping, Zhuxi, Shiyan, Hubei",Operating,32.3034932,109.81321570000001,GCD,Approximate,,,,,,,,,1 Dry - 0.78Mt/yr,1.0,DRY,,,0.78,Mt/yr,,+86-719-2705999,+86-719-2705999
CHN,CHN0364,China,Integrated,,Huiyang Shuangxin Cement,"Tangxia Industrial Park, Xinyu, Huiyang, Guangdong",Operating,22.7889017,114.4717876,GCD,Approximate,,,,,,,,,1 Dry - 0.31Mt/yr,1.0,DRY,,,0.31,Mt/yr,,+86-752-3336251,+86-752-3336408
CHN,CHN0366,China,Integrated,,Hunan Shimen Qiangsheng Cement,"No.58 Shuangqiao Road, Xinguan, Shimen, Changde, Hunan",Operating,29.616689,111.30732900000001,GCD,Approximate,,,,,,,,,1 Dry - 0.31Mt/yr,1.0,DRY,,,0.31,Mt/yr,,+86-736-5352387,+86-736-5352382
CHN,CHN0368,China,Integrated,,Hunan Xiangwei,"Dajiangkou, Xupu, Huaihua, Hunan",Operating,27.7905159999999,110.632213,GCD,Approximate,,,,,,,,,1 Dry - 0.37Mt/yr,1.0,DRY,,,0.37,Mt/yr,,+86-745-3587198,+86-745-3587722
CHN,CHN0369,China,Integrated,,Hunan Yinshan Industrial Group,"Yinshan, Changsha, Changsha, Hunan",Operating,28.187490000000004,112.98358229999901,GCD,Approximate,,,,,,,,,5 Dry - 8Mt/yr,5.0,DRY,,,8.0,Mt/yr,,+86-731-6266689,+86-731-6266689
CHN,CHN0372,China,Integrated,,Huocheng Sanshui Cement,"No.10 Chang’an Road, Qingshui, Huocheng, Yili, Xinjiang",Operating,44.1841166,80.7398542999999,GCD,Approximate,,,,,,,,,2 Shaft - 0.15Mt/yr,,,,,0.15,Mt/yr,,+86-999-3293888,+86-999-3293888
CHN,CHN0373,China,Integrated,,Huzhou Ansheng,"Ancheng, Dipu, Anji, Huzhou, Zhejiang",Operating,30.6383107,119.6755006,GCD,Approximate,,,,,,,,,1 Dry - 0.62Mt/yr,1.0,DRY,,,0.62,Mt/yr,,+86-572-5108088,+86-572-5108087
CHN,CHN0376,China,Integrated,,Inner Mongolia Linxi Town Yiwande Industry,"North Street, Linxi, Linxi, Chifeng, Inner Mongolia",Operating,43.6034087,118.0433273,GCD,Approximate,,,,,,,,,1 Dry - 0.47Mt/yr,1.0,DRY,,,0.47,Mt/yr,,+86-476-5430221,+86-476-5430221
CHN,CHN0381,China,Integrated,Yakeshi Mengxi Cement,Inner Mongolia Mengxi Cement,"Sangehe Wunur, Yakeshi, Inner Mongolia",Operating,49.285437,120.72830790000002,GCD,Approximate,,,,,,,,,1 Dry - 0.47Mt/yr,1.0,DRY,,,0.47,Mt/yr,,+86-470-2286699,+86-470-2286699
CHN,CHN0383,China,Integrated,,Inner Mongolia Xishui Strong Year,"Xizhuozi Haibowan, Wuhai, Inner Mongolia",Operating,39.6733094,106.81863190000001,GCD,Approximate,,,,,,,,,1 Dry - 1.56Mt/yr,1.0,DRY,,,1.56,Mt/yr,,+86-473-4661678,+86-473-4661202
CHN,CHN0388,China,Integrated,,Jiangsu Far East Cement,"Biancheng, Jurong, Zhenjiang, Jiangsu",Operating,32.055348800000004,119.30041969999901,GCD,Approximate,,,,,,,,,1 Dry - 0.78Mt/yr,1.0,DRY,,,0.78,Mt/yr,,+86-511-87181121,+86-511-87181182
CHN,CHN0389,China,Integrated,,Jiangsu Henglai Building Materials,"Xizhuang, Yangxiang, Yixing, Wuxi, Jiangsu",Operating,31.4749148999999,119.58751389999901,GCD,Approximate,,,,,,,,,2 Dry - 2.34Mt/yr,2.0,DRY,,,2.34,Mt/yr,,+86-510-87274692,+86-510-87271168
CHN,CHN0393,China,Grinding,Jiangxi Fuzhou Plant,Jiangxi Fuzhou South,"Fuzhou, Jiangxi",Operating,27.9957951,116.353245,GCD,Approximate,,,,,,,,,1Mt/yr,,,,,1.0,Mt/yr,,,
CHN,CHN0394,China,Grinding,Jiangxi Jishui Plant,Jiangxi Jishui South Cement Company,"Jishui County, Jiangxi",Operating,27.19785515,115.2255115,GCD,Approximate,,,,,,,,,1Mt/yr,,,,,1.0,Mt/yr,,Tel: +86 551 634 39080,
CHN,CHN0395,China,Integrated,,Jiangxi Sanhuan Cement,"Putting, Industrial Park Dean, Jiujiang, Jiangxi",Operating,29.3314081,115.758803499999,GCD,Approximate,,,,,,,,,1 Dry - 0.78Mt/yr,1.0,DRY,,,0.78,Mt/yr,,+86-792-4666088,+86-792-4666282
CHN,CHN0396,China,Integrated,,Jiangxi Shengta Industrial Group,"Zhongduan Industrial Park, Xinfeng, Ganzhou, Jiangxi",Operating,25.278423,114.972072,GCD,Approximate,,,,,,,,,2 Dry - 1.72Mt/yr,2.0,DRY,,,1.72,Mt/yr,,+86-797-3283599,+86-797-3281525
CHN,CHN0398,China,Integrated,,Jiangxi Tianfeng Building Materials,"Huangyuan Fenglingtou, Shangrao, Shangrao, Jiangxi",Operating,28.4531644,117.903535,GCD,Approximate,,,,,,,,,1 Dry - 0.37Mt/yr,1.0,DRY,,,0.37,Mt/yr,,+86-793-8492220,+86-793-8492988
CHN,CHN0402,China,Integrated,Cement,Jiangxi Wannianqing Cement,"Yanrui, Yushan, Shangrao, Jiangxi",Operating,28.753638,118.327528,GCD,Approximate,,,,,,,,,2 Dry - 1.56Mt/yr,2.0,DRY,,,1.56,Mt/yr,,Jiangxi Yushan Wannianqing +86-793-2366500,+86-793-2366500
CHN,CHN0404,China,Integrated,,Jiangxi Yutu Cement,"Chengxi Industrial Park, Xinyu, Jiangxi",Operating,27.8037001,114.9329419,GCD,Approximate,,,,,,,,,1 Dry - 0.94Mt/yr,1.0,DRY,,,0.94,Mt/yr,,+86-790-6310978,+86-790-6313188
CHN,CHN0405,China,Integrated,,Jiaoling Longteng Rotary Cement,"Youkeng, Xinpu, Jiaoling, Meizhou, Guangdong",Operating,24.64409365,116.169456199999,GCD,Approximate,,,,,,,,,1 Dry - 0.31Mt/yr,1.0,DRY,,,0.31,Mt/yr,,+86-753-7798488,+86-753-7798488
CHN,CHN0417,China,Integrated,,Jilin Dequan Cement Group Wangqing,"Miaoling, Daxinggou, Wangqing, Yanbian, Jilin",Operating,43.41119260000001,129.6552384,GCD,Approximate,,,,,,,,,2 Dry - 2.5Mt/yr,2.0,DRY,,,2.5,Mt/yr,,+86-433-8402857,+86-433-8402857
CHN,CHN0419,China,Integrated,,Jilin Shiling Cement,"Shiling Town, Lishu, Siping, Jilin",Operating,43.30548870000001,124.3249351,GCD,Approximate,,,,,,,,,1 Dry - 0.40Mt/yr,1.0,DRY,,,0.4,Mt/yr,,+86-434-5463337,+86-434-5464222
CHN,CHN0423,China,Integrated,Yarai Group Tumen Cement,Jilin Yatai Group,"Changan, Tumen, Jilin",Operating,43.021035,129.735161,GCD,Approximate,,,,,,,,,2 Dry - 2.81Mt/yr,2.0,DRY,,,2.81,Mt/yr,,+86-433-3650545,+86-433-3650545
CHN,CHN0429,China,Integrated,,Jinchang Jinni Group Cement,"Hexipu, Yongchang, Jinchang, Gansu",Operating,38.2446955,101.9710908,GCD,Approximate,,,,,,,,,1 Dry - 0.62Mt/yr,1.0,DRY,,,0.62,Mt/yr,,+86-935-7330725,+86-935-7330808
CHN,CHN0430,China,Integrated,,Jinfeng Building Materials,"Xiaoputou, Xiangfeng, Laifeng, Enshi, Hubei",Operating,29.507613,109.402662,GCD,Approximate,,,,,,,,,1 Dry - 0.47Mt/yr,1.0,DRY,,,0.47,Mt/yr,,+86-718-6276484,+86-718-6276484
CHN,CHN0431,China,Integrated,,Jingtai Xingquan Cement,"Xingquan, Xiquan, Jingtai, Baiyin, Gansu",Operating,37.0788122,104.0263708,GCD,Approximate,,,,,,,,,1 Dry - 0.31Mt/yr,1.0,DRY,,,0.31,Mt/yr,,+86-943-5562019,+86-943-5562019
CHN,CHN0432,China,Integrated,Shanxi Jinpai Cement Group,Jinshui Group,"Lucheng, Changzhi, Shanxi",Operating,36.3637096,113.2229376,GCD,Approximate,,,,,,,,,1 Dry - 1.5Mt/yr,1.0,DRY,,,1.5,Mt/yr,,+86-355-6768406,+86-355-6768413
CHN,CHN0436,China,Integrated,,Jiujiang Lanfeng Cement,"Maodian Longcheng, Hukou, Jiujiang, Jiangxi",Operating,29.7332458,116.2473706,GCD,Approximate,,,,,,,,,2 Dry - 1.56Mt/yr,2.0,DRY,,,1.56,Mt/yr,,+86-792-5682887,+86-792-5682887
CHN,CHN0438,China,Integrated,,Jiuzhaigou Cement,"Chaoyang, Shuanghe, Jiuzhaigou, Aba, Sichuan",Operating,33.1733039999999,104.25403399999901,GCD,Approximate,,,,,,,,,2 Shaft - 0.15Mt/yr,,,,,0.15,Mt/yr,,+86-837-7711188,+86-837-7711188
CHN,CHN0439,China,Integrated,,Jixi Sailong Cement Manufacture,"Ertaipu Chengzihe, Jixi, Heilungkiang",Operating,45.338725,131.00991000000002,GCD,Approximate,,,,,,,,,2 Dry - 0.62Mt/yr,2.0,DRY,,,0.62,Mt/yr,,+86-467-2412222,+86-467-2412016
CHN,CHN0443,China,Integrated,,Kunming Anning Guangming Cement,"Tangfang, Taiping, Anning, Kunming, Yunnan",Operating,24.9517922,102.58072469999901,GCD,Approximate,,,,,,,,,3 Shaft - 0.26Mt/yr,,,,,0.26,Mt/yr,,+86-871-8614328,+86-871-8614368
CHN,CHN0444,China,Integrated,,Kunming Dianbei Building Materials,"Dongchuan, Kunming, Yunnan",Operating,26.0861203,103.1849656,GCD,Approximate,,,,,,,,,1 Shaft - 0.12Mt/yr,,,,,0.12,Mt/yr,,+86-871-2422149,+86-871-2422150
CHN,CHN0445,China,Integrated,,Kunming Hongli Cement,"Beigucheng, Yiliang, Kunming, Yunnan",Operating,24.9718,103.185,GCD,Approximate,,,,,,,,,2 Shaft - 0.15Mt/yr,,,,,0.15,Mt/yr,,+86-871-7524435,+86-871-7524435
CHN,CHN0446,China,Integrated,,Kunming Liyu Building Materials,"Shijiangjun, Shangsuan, Jinning, Kunming, Yunnan",Operating,24.684404,102.6883397,GCD,Approximate,,,,,,,,,5 Shaft - 0.50Mt/yr,,,,,0.5,Mt/yr,,+86-871-7812047,+86-871-7812047
CHN,CHN0450,China,Integrated,,Lafarge Shui On Cement (LafargeHocim),"Dingxiao, Xingyi, Guizhou",Operating,25.1601112,105.00191650000001,GCD,Approximate,,,,,,,,,1 Dry - 0.31Mt/yr,1.0,DRY,,,0.31,Mt/yr,,+86-859-3523061,+86-859-3523021
CHN,CHN0452,China,Integrated,Shuangma Jiangyou Cement,Lafarge Shui On Cement (LafargeHocim),"Erlangmiao, Jiangyou, Sichuan",Operating,32.043484,105.090065,GCD,Approximate,,,,,,,,,1 Dry - 0.47Mt/yr,1.0,DRY,,,0.47,Mt/yr,,+86-816-3724888,+86-816-3724888
