iso3,uid,country,plant_type,gcd_plant_name,gcd_company_name,gcd_location,status,latitude,longitude,source,accuracy,permid,company_name,reported_capacity,reported_online_modernisation,owner_source,date_accessed,parent_permid,parent_name,desc,num_kilns_1,kiln_type_1,num_kilns_2,kiln_type_2,capacity,capacity_unit,contact,tel,fax
TWN,TWN0008,"Taiwan, Province of China",Integrated,Nan-Sheng-Fu Plant,Hsing Ta Cement,Nan-Sheng-Fu,Operating,37.3048644,-121.8982487,GCD,Approximate,,,,,,,,,2 Dry - 1.5Mt/yr,2.0,DRY,,,1.5,Mt/yr,J H Yang,Tel: +886 2 2381 6731,Fax: +886 2 2314 086
TWN,TWN0009,"Taiwan, Province of China",Grinding,Pu-Shin Plant,Lucky Cement,Pu-Shin,Operating,22.2677927,114.18354769999901,GCD,Approximate,,,,,,,,,1.5Mt/yr - Loesche 46.2+2 C/S,,,,,1.5,Mt/yr,,,
TWN,TWN0011,"Taiwan, Province of China",Integrated,Kaohsiung Plant,Southeast Cement Corporation,Kaohsiung,Operating,22.6203348,120.3120375,GCD,Approximate,,,,,,,,,2 Dry - 1.1Mt/yr,2.0,DRY,,,1.1,Mt/yr,Chen Hin-Hsia,Tel: +886 7 271 1121,Fax: +886 7 241 9701
TWN,TWN0015,"Taiwan, Province of China",Integrated,Ah Lien Plant,Universal Cement Corporation,Ah Lien,Operating,25.089229500000002,121.525139,GCD,Approximate,,,,,,,,,1 Dry - 0.8Mt/yr,1.0,DRY,,,0.8,Mt/yr,S S Yen,Tel: +886 7 631 2111,Fax: +886 7 631 2117
TWN,TWN0016,"Taiwan, Province of China",Integrated,Ta-Fu Plant,Universal Cement Corporation,Ta-Fu,Operating,52.5121868,5.4774706,GCD,Approximate,,,,,,,,,1 Dry - 0.7Mt/yr,1.0,DRY,,,0.7,Mt/yr,K D Lez,Tel: +886 7 696 2121,Fax: +886 7 696 2474
TZA,TZA0005,"Tanzania, United Republic of",Grinding,Lee Plant,Lee Building Materials,"Masoko, Lindi",Operating,-8.9326308,39.5143664,GCD,Approximate,,,,,,,,,0.3Mt/yr,,,,,0.3,Mt/yr,,Tel: +255 767 150 067,
TUN,TUN0012,Tunisia,Integrated,,SOTACIB Kairaouan (69.97% Cementos Molins),Kairaouan,Operating,35.675875,10.099102,GCD,Approximate,,,,,,,,,1 Dry - 1Mt/yr (Grey) Since 2012,1.0,DRY,,,1.0,Mt/yr,,Tél: +216 70 020 500,Fax: +216 70 014 229
UGA,UGA0002,Uganda,Grinding,,Simba Cement Uganda (AKA National Cement Uganda) Devki Group,"Mbale, Tororo Narendra Raval, MD",Operating,1.0020262,34.19786748,GCD,Approximate,,,,,,,,,1.0Mt/yr (Production started mid-2018),,,,,1.0,Mt/yr,,+254 202 8169,
UKR,UKR0003,Ukraine,Integrated,Yenakiyevo Plant,Doncement,"Yenakiyevo, Donetsk",Operating,48.2305107,38.185045,GCD,Approximate,,,,,,,,,2 Wet - 0.9Mt/yr,2.0,Wet,,,0.9,Mt/yr,,+380 51 250 0121,+380 51 250 0272
UKR,UKR0013,Ukraine,Integrated,Stromacement Plant,Stromacement,"Amvrosiyevka, Donetsk",Operating,48.0158753,37.8013407,GCD,Approximate,,,,,,,,,2 Wet - 0.18Mt/yr,2.0,Wet,,,0.18,Mt/yr,,+380 62 592 2241,+380 62 592 3583
GBR,GBR0009,United Kingdom,Grinding,Llanwern Slag Plant,Hanson Cement (HeidelbergCement),"Newport, South Wales",Operating,51.584163000000004,-2.9972209999999997,GCD,Approximate,4295894783.0,Hanson Ltd,,,https://www.hanson.co.uk/en/hanson-location-finder,2020-02-08,4295868961.0,HeidelbergCement AG,0.4Mt/yr,,,,,0.4,Mt/yr,,Tel: +44 1633 278 708,Fax: +44 1633 277 017
URY,URY0003,Uruguay,Integrated,Minas Plant,Cementos Artigas (Cementos Molins),"Minas, Lavalleja",Operating,-34.3773987,-55.2382144,GCD,Approximate,,,,,,,,,1 Dry - 0.35Mt/yr (Clinker),1.0,DRY,,,0.35,Mt/yr,Leandro Pedetti,Tel +595 21 282 616,
VEN,VEN0003,"Venezuela, Bolivarian Republic of",Integrated,,Ehdas Sanat Company (IMIDRO),Caracas,Operating,10.506098,-66.9146017,GCD,Approximate,,,,,,,,,1.0Mt/yr,,,,,1.0,Mt/yr,,,
