iso3,uid,country,plant_type,gcd_plant_name,gcd_company_name,gcd_location,status,latitude,longitude,source,accuracy,permid,company_name,reported_capacity,reported_online_modernisation,owner_source,date_accessed,parent_permid,parent_name,desc,num_kilns_1,kiln_type_1,num_kilns_2,kiln_type_2,capacity,capacity_unit,contact,tel,fax,rank,pop2020,GrowthRate
IND,IND0121,India,Integrated,Jaypee Bela plant,UltraTech Cements,"Jaypeepuram, Rewa, Madhya Pradesh",Operating,24.528559,81.16901899999999,GCD,Exact,4295873970.0,UltraTech Cement Ltd,,,https://www.ultratechcement.com/investors/plant-location.php,2020-02-05,4295872971.0,Grasim Industries Ltd,2.2Mt/yr,,,,,2.2,Mt/yr,R K Singh,Tel: +91 76 62409301-08,Fax: +91 76 62 409309,,1380004.385,0.0099
IND,IND0122,India,Grinding,Jaypee Ayodhya Plant,UltraTech Cement,"Khanaura, Husainpur Sudhana, Ambedkar Nagar, Uttar Pradesh",Operating,26.576622999999998,82.584652,GCD,Exact,,,,,,,,,1Mt/yr,,,,,1.0,Mt/yr,B Rakesh Kumar,Tel: +91 52 7328 4809 ( / 1020 / 1015),Fax: +91 52 7328 4609,,1380004.385,0.0099
IND,IND0123,India,Grinding,Jaypee Himachal Plant,UltraTech Cement,"Khilian, Solan, Himachal",Operating,31.197965000000003,76.629839,GCD,Exact,,,,,,,,,2Mt/yr,,,,,2.0,Mt/yr,,Tel: +91 17 9522 9100 ( / 6 6937 / 6 6935),Fax: +91 17 9522 9159,,1380004.385,0.0099
IND,IND0124,India,Integrated,Jaypee Balaji plant,UltraTech Cement,"P.O. Budawada, Krishna, Andhra Pradesh",Operating,16.871085,80.021716,GCD,Exact,4295873970.0,UltraTech Cement Ltd,,,https://www.ultratechcement.com/investors/plant-location.php,2020-02-05,4295872971.0,Grasim Industries Ltd,5.0Mt/yr,,,,,5.0,Mt/yr,,Tel: +91 86 5428 5011 ( / 18),Fax: +91 86 5428 5010,,1380004.385,0.0099
IND,IND0125,India,Integrated,Jaypee Sadwa plant,UltraTech Cement,"Sadwa Khurd, Allahabad, Uttar Pradesh",Operating,25.229553,81.78150600000001,GCD,Exact,,,,,,,,,0.6Mt/yr,,,,,0.6,Mt/yr,S S Chauhan,Tel: +91 53 2242 5012,,,1380004.385,0.0099
IND,IND0126,India,Grinding,Jaypee Wanakbori Plant,Jaiprakash Associates,"Sangol, Sonipur, Kheda, Gujarat M J Kapur",Operating,22.86688,73.360916,GCD,Exact,,,,,,,,,2.4Mt/yr - Pfeiffer Vertical Roller Mills - 2x (MPS 4750 BC),,,,,2.4,Mt/yr,,Tel: +91 26 9923 2000,Fax: +91 26 9923 6881,,1380004.385,0.0099
IND,IND0127,India,Integrated,Jaypee Shahabad plant,Jaiprakash Associates,"Shahabad, Gulbarga, Karnataka",Operating,17.136362,76.945424,GCD,Exact,,,,,,,,,0.6Mt/yr,,,,,0.6,Mt/yr,,Tel: +91 84 7420 4074 ( / 75),,,1380004.385,0.0099
IND,IND0128,India,Integrated,Khrew plant,Jammu & Kashmir Cements,"Khrew, Pulwama, Jammu & Kashmir",Operating,34.032635,75.01564300000001,GCD,Exact,,,,,,,,,0.4Mt/yr,,,,,0.4,Mt/yr,G H Sofi,Tel: +91 19 3324 5324 ( / 25),Fax: +91 19 3324 5324,,1380004.385,0.0099
IND,IND0129,India,Integrated,Unit I plant,KCP,"Macherla, Guntur, Andhra Pradesh",Operating,16.468871,79.435689,GCD,Exact,,,,,,,,,0.8Mt/yr,,,,,0.8,Mt/yr,VVS Choudhary,Tel: +91 86 4222 2303,Fax: +91 86 4222 2350,,1380004.385,0.0099
IND,IND0130,India,Integrated,Unit I plant,KCP,"Muktyala, Krishna, Andhra Pradesh",Operating,16.837636,80.063456,GCD,Exact,,,,,,,,,1.8Mt/yr,,,,,1.8,Mt/yr,G V K Prasad,Tel: +91 86 5429 6006,Fax: +91 86 5429 6009,,1380004.385,0.0099
IND,IND0132,India,Integrated,Banjari plant,"Kalyanpur Cements (OCL Ltd, Dalmia Cement)","Banjari, Rohtas, Bihar",Operating,24.670568,83.9891,GCD,Exact,4296876157.0,Kalyanpur Cements Ltd,,,https://www.dalmiacement.com/contact-us.html,2020-02-05,5050706317.0,Dalmia Bharat Ltd,1.0Mt/yr,,,,,1.0,Mt/yr,D M Sinha,Tel: +91 61 8823 3215,Fax: +91 61 8823 3242,,1380004.385,0.0099
IND,IND0133,India,Integrated,Keerthi plant,Keerthi Industries,"Mellacheruvu, Nalgonda, Telangana",Operating,16.798253,79.91290500000001,GCD,Exact,,,,,,,,,0.6Mt/yr,,,,,0.6,Mt/yr,JS Reo,Tel: +91 95 5330 2366,Fax: +91 40 2307 9867,,1380004.385,0.0099
IND,IND0134,India,Integrated,Kesoram plant,Kesoram Industries,"Basant Nagar, Karimnagar, Telangana",Operating,18.712203,79.404569,GCD,Exact,4295872768.0,Kesoram Industries Ltd,,,https://www.kesocorp.com/DOCS/contact_us.php,2020-03-13,4295872768.0,Kesoram Industries Ltd,1.5Mt/yr,,,,,1.5,Mt/yr,K C Jain,Tel: +91 87 2822 8121,Fax: +91 87 2822 8160,,1380004.385,0.0099
IND,IND0135,India,Integrated,Vasavadatta plant,Kesoram Industries,"Sedam, Gulbarga, Karnataka",Operating,17.160018,77.293503,GCD,Exact,4295872768.0,Kesoram Industries Ltd,,,https://www.kesocorp.com/DOCS/contact_us.php,2020-03-13,4295872768.0,Kesoram Industries Ltd,5.8Mt/yr,,,,,5.8,Mt/yr,K C Jain,Tel: +91 84 4127 6005 ( / 6391),Fax: +91 84 4127 6193,,1380004.385,0.0099
IND,IND0137,India,Integrated,Khyber plant,Khyber Industries,"Khonmoh, Srinagar, Jammu & Kashmir",Operating,34.077496999999994,74.97535500000001,GCD,Exact,,,,,,,,,0.4Mt/yr,,,,,0.4,Mt/yr,Manzoor Ahmed Mir,Tel: +91 19 4245 0174,Fax: +91 19 4247 1133,,1380004.385,0.0099
IND,IND0138,India,Integrated,Arasmeta plant,Nirma (Nuvoco Vistas Corporation),"Gopalnagar, Janjgir, Champa, Chhattisgarh",Operating,21.969431,82.35143199999999,GCD,Exact,4296754082.0,Nuvoco Vistas Corporation Ltd,,,https://nuvoco.in/manufacturing-units/,2020-02-06,4295872891.0,Nirma Ltd,1.6Mt/yr,,,,,1.6,Mt/yr,Sanjay Joshi,Tel: +91 98 9349 7147,Fax: +91 78 1723 3286,,1380004.385,0.0099
IND,IND0139,India,Grinding,Mejia Plant,Lafarge India (LafargeHolcim),"Mejia, Bankura, West Bengal",Operating,23.461907,87.120726,GCD,Exact,4296754082.0,Nuvoco Vistas Corporation Ltd,,,https://nuvoco.in/manufacturing-units/,2020-02-06,4295872891.0,Nirma Ltd,1.0Mt/yr,,,,,1.0,Mt/yr,,Tel: +91 32 4126 2078 ( / 2571),Fax: +91 32 4126 2688,,1380004.385,0.0099
IND,IND0140,India,Grinding,Jojobera Plant,Lafarge India (LafargeHolcim),"Rahargora, Jamshedpur, Jharkhand",Operating,22.753764999999998,86.245522,GCD,Exact,4296754082.0,Nuvoco Vistas Corporation Ltd,,,https://nuvoco.in/manufacturing-units/,2020-02-06,4295872891.0,Nirma Ltd,4.6Mt/yr - Loesche 53.3+3 C/S,,,,,4.6,Mt/yr,Ramesh Warke,Tel: +91 65 7227 7252 ( / 53),Fax: +91 65 7227 7239,,1380004.385,0.0099
IND,IND0141,India,Integrated,Sonadih plant,Nirma (Nuvoco Vistas Corporation),"Raseda, Baloda Bazar, Chhattisgarh",Operating,21.730339999999998,82.212864,GCD,Exact,4296754082.0,Nuvoco Vistas Corporation Ltd,,,https://nuvoco.in/manufacturing-units/,2020-02-06,4295872891.0,Nirma Ltd,0.6Mt/yr,,,,,0.6,Mt/yr,Ashish Palod,Tel: (+91) 9993 - 01191,Fax: (+91) 7727 - 272230,,1380004.385,0.0099
IND,IND0142,India,Grinding,Cherthala Plant,Malabar Cement,"Pallippuram, Alappuzha, Kerala",Operating,9.748529,76.362414,GCD,Exact,5001088052.0,Malabar Cements,0.2,,https://www.malabarcements.co.in/en/contactdetails,2020-02-22,5001088052.0,Malabar Cements,0.2Mt/yr,,,,,0.2,Mt/yr,K Padmakumar,Tel: +91 47 8255 2186 ( / 255 3688),Fax: +91 47 8255 3417,,1380004.385,0.0099
IND,IND0144,India,Integrated,Walayar plant,Malabar Cement,"Walayar, Palakkad, Kerala",Operating,10.848197,76.835789,GCD,Exact,5001088052.0,Malabar Cements,0.66,,https://www.malabarcements.co.in/en/history-1,2020-02-22,5001088052.0,Malabar Cements,0.4Mt/yr,,,,,0.4,Mt/yr,V B Ramachandran Nair,Tel: +91 49 1286 2373 ( / 3600),Fax: +91 49 1286 2230,,1380004.385,0.0099
IND,IND0145,India,Integrated,Morak plant,Managalam Cement,"Adityanagar, Kota, Rajasthan",Operating,24.715120000000002,75.953886,GCD,Exact,,,,,,,,,1.0Mt/yr,,,,,1.0,Mt/yr,R C Gupta,Tel: +91 74 5923 2237,Fax: +91 74 5923 2231,,1380004.385,0.0099
IND,IND0146,India,Integrated,Mancherial plant,Mancherial Cement,"Mancherial, Adilabad, Telangana",Operating,18.8943,79.45006500000001,GCD,Exact,,,,,,,,,0.3Mt/yr,,,,,0.3,Mt/yr,P Kondal Rao,Tel: +91 87 3625 2692,Fax: +91 87 3625 2637,,1380004.385,0.0099
IND,IND0147,India,Integrated,West Kameng plant,Meghalaya Cement,"West Kameng, Arunachal Pradesh",Operating,25.204735,92.383684,GCD,Exact,,,,,,,,,(Plan),,,,,,,,,,,1380004.385,0.0099
IND,IND0150,India,Integrated,Murli plant,Murli Industries (Dalmia Bharat),"Naranda, Chandrapur, Maharashtra",Operating,19.787467000000003,79.064451,GCD,Exact,4295872215.0,Murli Industries Cn Ltd,3.2,,http://www.murliindustries.com/projects_existing_cement.php,2020-02-06,4295872215.0,Murli Industries Cn Ltd,3.0Mt/yr,,,,,3.0,Mt/yr,Afroz Ansari,Tel: +91 71 2268 3000,Fax: +91 71 2268 4422,,1380004.385,0.0099
IND,IND0151,India,Grinding,Malakapalli Plant,My Home Industries (CRH),"Malakapalli, Andhra Pradesh",Operating,17.503171,82.772664,GCD,Exact,4298124626.0,My Home Industries Ltd,,,http://www.mahacement.com/contact-us/,2020-02-10,4295874867.0,CRH PLC,1.5Mt/yr - Loesche LM 53.3+3 S,,,,,1.5,Mt/yr,P Sreedhar,Tel: +91 89 3120 1010,,,1380004.385,0.0099
IND,IND0152,India,Integrated,Mellacheruvu plant,My Home Industries (CRH),"Srinagar, Nalgonda, Telangana",Operating,16.810365,79.917592,GCD,Exact,4298124626.0,My Home Industries Ltd,,,http://www.mahacement.com/contact-us/,2020-02-10,4295874867.0,CRH PLC,3.2Mt/yr,,,,,3.2,Mt/yr,M M Patil,Tel: +91 86 8322 6025,Fax: +91 86 8322 6354,,1380004.385,0.0099
IND,IND0153,India,Grinding,Kondapalli Plant,NCL Industries (CRH),"Kadimpothavaram, Andhra Pradesh",Operating,16.661776,80.547848,GCD,Exact,4295872559.0,Ncl Industries Ltd,,,http://www.nclind.com/plant-locations.html,2020-02-06,4295872559.0,Ncl Industries Ltd,1.0Mt/yr,,,,,1.0,Mt/yr,Gopal Raju,Tel: +91 8666 452556,,,1380004.385,0.0099
IND,IND0154,India,Integrated,Simhapuri plant,NCL Industries (CRH),"Mattapally, Nalgonda, Telangana",Operating,16.715611,79.817766,GCD,Exact,4295872559.0,Ncl Industries Ltd,,,http://www.nclind.com/plant-locations.html,2020-02-06,4295872559.0,Ncl Industries Ltd,1.0Mt/yr,,,,,1.0,Mt/yr,R S S Murthy,Tel: +91 86 8321 6069 ( / 8322 7630),Fax: +91 86 8322 7627,,1380004.385,0.0099
IND,IND0155,India,Integrated,Nimbol plant,Nirma Cement (Nuvoco Vistas Corporation),"Nimbol, Rajasthan",Operating,26.332138,73.84767099999999,GCD,Exact,4296754082.0,Nuvoco Vistas Corporation Ltd,,,https://nuvoco.in/manufacturing-units/,2020-02-06,4295872891.0,Nirma Ltd,2.3Mt/yr,,,,,2.3,Mt/yr,,,Fax: +91 28 4422 3804,,1380004.385,0.0099
IND,IND0156,India,Grinding,Kapilas Plant,OCL India (Dalmia Bharat),"Barunia, Cuttack, Odisha",Operating,20.628053,86.000291,GCD,Exact,5000747519.0,Dalmia Cement (Bharat) Ltd,,,https://www.dalmiacement.com/contact-us.html,2020-02-05,5050706317.0,Dalmia Bharat Ltd,1.3Mt/yr - Loesche 56.3+3 C/S,,,,,1.3,Mt/yr,R Pandey,Tel:+91 67 1320 2339,Fax:+91 67 1244 4661,,1380004.385,0.0099
IND,IND0157,India,Integrated,,OCL India (Dalmia Bharat),"Rajgangpur, Sundergarh, Odisha",Operating,22.201498,84.58922,GCD,Exact,4295873003.0,OCL India Ltd,,,https://www.dalmiacement.com/contact-us.html,2020-02-05,5050706317.0,Dalmia Bharat Ltd,3.6Mt/yr,,,,,3.6,Mt/yr,D D Atal,Tel: +91 66 2422 1212 ( / 2422 0121),Fax: +91 66 2422 0933,,1380004.385,0.0099
IND,IND0158,India,Grinding,,OCL India (Dalmia Bharat),"West Midnapore, West Bengal",Operating,22.528774,87.31327399999999,GCD,Exact,4295873003.0,OCL India Ltd,,,https://www.dalmiacement.com/contact-us.html,2020-02-05,5050706317.0,Dalmia Bharat Ltd,1.4Mt/yr,,,,,1.4,Mt/yr,,,,,1380004.385,0.0099
IND,IND0159,India,Integrated,,Orient Cement,"Devapur, Adilabad, Telangana",Operating,19.033435,79.349324,GCD,Exact,,,,,,,,,3.0Mt/yr,,,,,3.0,Mt/yr,P K Tripathy,Tel: +91 87 3624 0709,Fax: +91 87 3624 0522,,1380004.385,0.0099
IND,IND0160,India,Integrated,Chittapur Plant,Orient Cement,"Chittapur, Gulbarga, Karnataka",Operating,17.108273999999998,77.13245699999999,GCD,Exact,,,,,,,,,3.0Mt/yr,,,,,3.0,Mt/yr,,Tel: +91 84 7423 6716,,,1380004.385,0.0099
IND,IND0161,India,Grinding,Jalgaon Plant,Orient Cement Limited,"Nashirabad, Jalgaon, Maharashtra",Operating,21.021005,75.68345699999999,GCD,Exact,,,,,,,,,2Mt/yr,,,,,2.0,Mt/yr,S P Nema,Tel: +91 25 7235 6289,Fax: +91 25 7235 6290,,1380004.385,0.0099
IND,IND0162,India,Integrated,,Panyam Cement & Minerals,"Cement Nagar, Kurnool, Andhra Pradesh",Operating,15.500020000000001,78.210468,GCD,Exact,,,,,,,,,1.4Mt/yr,,,,,1.4,Mt/yr,G S Sainath,Tel: +91 85 1627 4638,Fax: +91 85 1627 4644,,1380004.385,0.0099
IND,IND0163,India,Integrated,Parasakti plant,Parasakti Cement Industries,"Jettipalem, Guntur, Andhra Pradesh",Operating,16.624454999999998,79.50270400000001,GCD,Exact,,,,,,,,,1.7Mt/yr,,,,,1.7,Mt/yr,Sambasiva Rao,Tel: +91 86 3234 4600,Fax: +91 86 3234 4605,,1380004.385,0.0099
IND,IND0164,India,Integrated,Talaridheruvu plant,Penna Cement,"Anantapur, Andhra Pradesh",Operating,14.951422,78.075824,GCD,Exact,4298177123.0,Penna Cement Industries Ltd,1.8,1994.0,https://www.pennacement.com/plants/,2020-02-06,4298177123.0,Penna Cement Industries Ltd,1.8Mt/yr,,,,,1.8,Mt/yr,S Jayarama Raju,Tel: +91 85 5828 6033 ( / 55 / 66),Fax: +91 88 5828 6044,,1380004.385,0.0099
IND,IND0165,India,Integrated,Tandur plant,Penna Cement,"Belkatur, Ranga, Reddy, Telangana",Operating,17.296070999999998,77.504923,GCD,Exact,4298177123.0,Penna Cement Industries Ltd,2.0,2010.0,https://www.pennacement.com/plants/,2020-02-06,4298177123.0,Penna Cement Industries Ltd,2.0Mt/yr,,,,,2.0,Mt/yr,R Nagaraju,Tel: +91 84 1124 7892,Fax: +91 84 1124 7897,,1380004.385,0.0099
IND,IND0166,India,Integrated,Boyareddyapalli plant,Penna Cement,"Boyireddypallli, Anantapur, Andhra Pradesh",Operating,15.061606,77.950937,GCD,Exact,4298177123.0,Penna Cement Industries Ltd,2.0,2008.0,https://www.pennacement.com/plants/,2020-02-06,4298177123.0,Penna Cement Industries Ltd,2.0Mt/yr,,,,,2.0,Mt/yr,K Nagaraju,Tel: +91 85 5827 9431,Fax: +91 98 4817 2059,,1380004.385,0.0099
IND,IND0167,India,Grinding,,Penna Cement,"Daund, Pune, Maharashtra",Operating,18.473438,74.484301,GCD,Exact,4298177123.0,Penna Cement Industries Ltd,1.0,2018.0,https://www.pennacement.com/plants/,2020-02-06,4298177123.0,Penna Cement Industries Ltd,0.7Mt/yr (Announced in 2015),,,,,0.7,Mt/yr,,,,,1380004.385,0.0099
IND,IND0168,India,Integrated,Ganeshpahad plant,Penna Cement,"Wadapally, Nalgonda, Telangana",Operating,16.718672,79.694801,GCD,Exact,4298177123.0,Penna Cement Industries Ltd,1.2,2002.0,https://www.pennacement.com/plants/,2020-02-06,4298177123.0,Penna Cement Industries Ltd,1.2Mt/yr,,,,,1.2,Mt/yr,Mr Gurumurthy,Tel: +91 86 8322 9714 ( / 15 / 17),Fax: +91 86 8322 9716,,1380004.385,0.0099
IND,IND0170,India,Integrated,Prism plant,Prism Cement,"Mankahari, Satna, Madhya Pradesh",Operating,24.565681,81.000297,GCD,Exact,,,,,,,,,6.1Mt/yr,,,,,6.1,Mt/yr,Vivek Agnihotri,Tel: +91 76 7227 5621 ( / 22),Fax: +91 76 7227 5303,,1380004.385,0.0099
IND,IND0171,India,Integrated,Kurnool plant,Rain Cements,"Boincheruvupalli, Kurnool, Andhra Pradesh",Operating,15.221793,77.93196,GCD,Exact,,,,,,,,,2.2Mt/yr,,,,,2.2,Mt/yr,M Achi Reddy,Tel: +91 85 2224 9919,Fax: +91 85 2224 9920,,1380004.385,0.0099
IND,IND0172,India,Integrated,Ramapuram plant,Rain Cements,"Priya Nagar, Nalgonda, Telangana",Operating,16.84395,79.984596,GCD,Exact,,,,,,,,,1.0Mt/yr,,,,,1.0,Mt/yr,C Balanagaiah,Tel: +91 86 8323 4607,Fax: +91 86 8323 4602,,1380004.385,0.0099
IND,IND0173,India,Integrated,Ariyalur plant,Ramco Cement,"Govindapuram, Ariyalur, Tamil Nadu",Operating,11.177107000000001,79.08910999999999,GCD,Exact,4295873201.0,Ramco Cements Ltd,3.5,2008.0,http://www.ramcocements.in/ariyalur.aspx,2020-02-06,4295873201.0,Ramco Cements Ltd,3.5Mt/yr,,,,,3.5,Mt/yr,Mandeo Yadav,Tel: +91 43 2922 6001 ( to 04),Fax: +91 43 2922 6005,,1380004.385,0.0099
IND,IND0174,India,Integrated,Jayanthipuram Cement plant,Ramco Cement,"Kumarasamy Raja Nagar, Andhra Pradesh",Operating,16.875719,80.1215,GCD,Exact,4295873201.0,Ramco Cements Ltd,3.65,1986.0,http://www.ramcocements.in/jayanthipuram.aspx,2020-02-06,4295873201.0,Ramco Cements Ltd,3.7Mt/yr,,,,,3.7,Mt/yr,P B Gopalkrishna,Tel: +91 86 5422 4400,Fax: +91 86 5422 2532,,1380004.385,0.0099
IND,IND0175,India,Integrated,Mathodu plant,Ramco Cement,"Mathodu, Chitradurga, Karnataka",Operating,13.758783,76.422107,GCD,Exact,4295873201.0,Ramco Cements Ltd,0.29,,http://www.ramcocements.in/mathodu.aspx,2020-02-06,4295873201.0,Ramco Cements Ltd,0.3Mt/yr,,,,,0.3,Mt/yr,Ramachandra Y Dambal,Tel: +91 81 9924 0039 ( / 0112),Fax: +91 81 9924 0314,,1380004.385,0.0099
IND,IND0176,India,Integrated,Alathiyur plant,Ramco Cement,"PAC Ramaswamy Raja Nagar, Ariyalur, Tamil Nadu",Operating,11.361772,79.23204100000001,GCD,Exact,4295873201.0,Ramco Cements Ltd,3.05,1997.0,http://www.ramcocements.in/alathiyur.aspx,2020-02-06,4295873201.0,Ramco Cements Ltd,3.0Mt/yr,,,,,3.0,Mt/yr,S Shanmugam,Tel: +91 43 2924 8305 ( to 06),Fax: +91 43 2924 8313,,1380004.385,0.0099
IND,IND0177,India,Integrated,Ramasamy Raja Nagar plant,Ramco Cement,"Ramasamy Raja Nagar, Virudhnagar, Tamil Nadu",Operating,9.455703,77.927796,GCD,Exact,4295873201.0,Ramco Cements Ltd,2.0,1961.0,http://www.ramcocements.in/rr-nagar.aspx,2020-02-06,4295873201.0,Ramco Cements Ltd,1.5Mt/yr,,,,,1.5,Mt/yr,N Ravishankar,Tel: +91 45 6225 6201 ( / 02),Fax: +91 45 6225 6268,,1380004.385,0.0099
IND,IND0181,India,Grinding,Rashmi Plant,Rashmi Cement,"Jhargram, West Midnapore, West Bengal",Operating,22.392435,87.015888,GCD,Exact,,,,,,,,,0.2Mt/yr,,,,,0.2,Mt/yr,,Tel: +91 32 2125 8411,Fax: +91 32 2125 8452,,1380004.385,0.0099
IND,IND0182,India,Grinding,Butibori Plant,Reliance Cement,"Butibori, Nagpur, Maharashtra",Operating,20.928244,78.922224,GCD,Exact,4298546065.0,RCCPL Pvt Ltd,0.58,,https://www.birlacorporation.com/plants.html,2020-02-05,4295872966.0,Birla Corporation Ltd,0.5Mt/yr,,,,,0.5,Mt/yr,Shri Arun Kumar Singh,,,,1380004.385,0.0099
IND,IND0185,India,Grinding,Kundanganj Plant,Reliance Cement,"Kundanganj, Rae Bareli, Uttar Pradesh",Operating,26.404843,81.13032199999999,GCD,Exact,4298546065.0,RCCPL Pvt Ltd,2.0,,https://www.birlacorporation.com/plants.html,2020-02-05,4295872966.0,Birla Corporation Ltd,2.2Mt/yr - Loesche LM 46.2+2,,,,,2.2,Mt/yr,Shri Haribhanu Parihar,,,,1380004.385,0.0099
IND,IND0186,India,Integrated,Madhya Pradesh plant,Reliance Cement (Birla Corporation),"Maihar, Madhya Pradesh",Operating,24.254955,80.79765400000001,GCD,Exact,4298546065.0,RCCPL Pvt Ltd,3.0,,https://www.birlacorporation.com/plants.html,2020-02-05,4295872966.0,Birla Corporation Ltd,2.8Mt/yr,,,,,2.8,Mt/yr,,,,,1380004.385,0.0099
IND,IND0189,India,Integrated,Sagar plant,Sagar Cements (Vicat),"Mattampally, Nalgonda, Telangana",Operating,16.766967,79.862794,GCD,Exact,4295872300.0,Sagar Cements Ltd,,,http://www.sagarcements.in/contact.html,2020-02-06,4295872300.0,Sagar Cements Ltd,3.0Mt/yr,,,,,3.0,Mt/yr,P Vasudev Reddy,Tel: +91 86 8324 7039,Fax: +91 86 8324 7029,,1380004.385,0.0099
IND,IND0190,India,Integrated,Tadipatri plant,Sagar Cements (Vicat),"Tadipatri, Anantapur, Andhra Pradesh",Operating,15.075325,77.982725,GCD,Exact,4295872300.0,Sagar Cements Ltd,1.0,,https://www.vccircle.com/sagar-cements-acquire-bmm-cements-enterprise-value-90m/,2020-02-06,4295872300.0,Sagar Cements Ltd,1.0Mt/yr,,,,,1.0,Mt/yr,,,,,1380004.385,0.0099
IND,IND0191,India,Integrated,Sanghi plant,Sanghi Industries,"Sanghipuram, Kutch, Gujarat",Operating,23.49822,68.578098,GCD,Exact,,,,,,,,,2.9Mt/yr (Expansion to 4.1Mt/yr ongoing),,,,,2.9,Mt/yr,Vivek Gedam,Tel: +91 28 3127 4131 ( / 33 / 38 / 39),Fax: +91 28 3127 4115,,1380004.385,0.0099
IND,IND0192,India,Integrated,Hathi plant,Saurashtra Cement,"Ranavav, Probandar, Gujarat",Operating,21.704422,69.719992,GCD,Exact,,,,,,,,,1.5Mt/yr,,,,,1.5,Mt/yr,Narendra Singh,Tel: +91 28 0130 4200 ( / 0123 5001),Fax: +91 28 0130 4376 / 84,,1380004.385,0.0099
IND,IND0193,India,Grinding,Shiva Plant,Shiva Cement,"Biringatoli, Sundargarh, Odisha",Operating,22.228822,84.416723,GCD,Exact,,,,,,,,,,,,,,,,,Tel: +91 66 1240 0828 ( / 0168 / 0080),Fax: +91 66 1240 0172,,1380004.385,0.0099
IND,IND0194,India,Grinding,Laksar Plant,Shree Cement,"Akbarpur, Haridwar, Uttarkhand",Operating,29.758381,78.062049,GCD,Exact,4295874015.0,Shree Cement Ltd,,,https://www.shreecement.com/pages/plant_locations.php,2020-02-10,4295874015.0,Shree Cement Ltd,1.8Mt/yr,,,,,1.8,Mt/yr,,Tel: +91 13 3222 5810 ( / 11),,,1380004.385,0.0099
IND,IND0195,India,Grinding,Jaipur Plant,Shree Cement,"Asalpur, Jaipur, Rajasthan",Operating,26.931614,75.394888,GCD,Exact,4295874015.0,Shree Cement Ltd,,,https://www.shreecement.com/pages/plant_locations.php,2020-02-10,4295874015.0,Shree Cement Ltd,1.5Mt/yr,,,,,1.5,Mt/yr,S Palsania,Tel: +91 14 2525 4904,Fax: +91 14 2525 4906,,1380004.385,0.0099
IND,IND0196,India,Grinding,Bihar Plant,Shree Cement,"Aurangabad, Bihar",Operating,24.774342,84.354352,GCD,Exact,4295874015.0,Shree Cement Ltd,,,https://www.shreecement.com/pages/plant_locations.php,2020-02-10,4295874015.0,Shree Cement Ltd,(Under construction) 2.0Mt/yr - Pfeiffer MVR 6000 C-6,,,,,2.0,Mt/yr,,,,,1380004.385,0.0099
IND,IND0197,India,Integrated,Beawar plant,Shree Cement,"Bangur Nagar, Beawar, Rajasthan",Operating,26.081874,74.380089,GCD,Exact,4295874015.0,Shree Cement Ltd,,,https://www.shreecement.com/pages/plant_locations.php,2020-02-10,4295874015.0,Shree Cement Ltd,3.0Mt/yr,,,,,3.0,Mt/yr,Vinay Saxena,Tel: +91 14 6222 8101 ( / 06),Fax: +91 14 6222 8117 ( / 19),,1380004.385,0.0099
IND,IND0198,India,Grinding,Bulandshahr Plant,Shree Cement,"Bulandshahr, Uttar Pradesh",Operating,28.480534000000002,77.658796,GCD,Exact,4295874015.0,Shree Cement Ltd,,,https://www.shreecement.com/pages/plant_locations.php,2020-02-10,4295874015.0,Shree Cement Ltd,2.0Mt/yr,,,,,2.0,Mt/yr,,,,,1380004.385,0.0099
IND,IND0200,India,Grinding,Jaypee Plant,Shree Cement,"Khukhrana, Asan Kalan, Panipat, Haryana",Operating,29.396089,76.889313,GCD,Exact,,,,,,,,,1.5Mt/yr,,,,,1.5,Mt/yr,G K Singh,Tel: +91 18 0252 0160,Fax: +91 18 0252 0100,,1380004.385,0.0099
IND,IND0201,India,Grinding,Khushkhera Plant,Shree Cement,"Khuskhera, Alwar, Rajasthan",Operating,28.121957000000002,76.777883,GCD,Exact,4295874015.0,Shree Cement Ltd,,,https://www.shreecement.com/pages/plant_locations.php,2020-02-10,4295874015.0,Shree Cement Ltd,3.0Mt/yr,,,,,3.0,Mt/yr,Ashok Pasari,Tel: +91 14 9325 0521 ( / 24),Fax: +91 14 9325 0571,,1380004.385,0.0099
IND,IND0202,India,Integrated,Kodala plant,Shree Cement,"Kodala, Karnataka",Operating,17.042884,77.22119599999999,GCD,Exact,4295874015.0,Shree Cement Ltd,,,https://www.shreecement.com/pages/plant_locations.php,2020-02-10,4295874015.0,Shree Cement Ltd,3.0Mt/yr (Plan),,,,,3.0,Mt/yr,,,,,1380004.385,0.0099
IND,IND0205,India,Integrated,Ras plant,Shree Cement,"Ras, Beawar, Rajasthan",Operating,26.268063,74.188744,GCD,Exact,4295874015.0,Shree Cement Ltd,,,https://www.shreecement.com/pages/plant_locations.php,2020-02-10,4295874015.0,Shree Cement Ltd,5.0Mt/yr,,,,,5.0,Mt/yr,P N Chhangani,Tel: +91 14 6222 8101 ( / 06),Fax: +91 14 6222 8117 ( / 19),,1380004.385,0.0099
