tile_id,num_labelers,plant_type,production_type,plant_area_mean,plant_area_median,plant_area_max,kiln_area_mean,kiln_area_median,kiln_area_max
MGRS-48RVV-0171-2020-01-2,3,Integrated,Dry,184368.1847850825,194349.3939876246,294808.84790669766,252.31744008146242,256.28475053274144,327.4273356821742
MGRS-48RVV-0172-2020-01,3,Integrated,Dry,525412.8447190907,515334.4921311296,975199.5528703243,428.14926128405455,432.1134360114903,501.531683327217
MGRS-48RVV-0294-2020-01,3,Integrated,Dry,174373.2335143579,193264.64669618887,200104.56021793745,214.43217544952319,229.14396599458723,230.29283510294403
MGRS-48RWN-0113-2020-01,3,Integrated,Dry,112427.5366528169,125564.64607508696,128483.88906978848,264.8414504334077,264.50347549915114,289.90118076418196
MGRS-48RWN-0186-2020-01,3,Integrated,Dry,136522.61800342644,107723.07266443713,206060.20106574014,257.83389601269903,255.22084054391536,281.90974578200627
MGRS-48RWN-0197-2020-01,3,Integrated,Dry,230181.55420718648,243244.39434528621,249186.13178414595,266.1510621259896,282.9745360391054,311.8010450526866
MGRS-48RWP-0162-2020-01,3,Integrated,Dry,154575.84301477546,150877.0394957013,170067.49139490875,215.6381408732188,243.38026642821305,250.38272146756665
MGRS-48RWQ-0038-2020-02-1,3,Integrated,Dry,212787.34455334028,257288.14933462802,293305.50360306003,486.15211196016486,468.65453371702614,595.0028744207445
MGRS-48RWQ-0043-2020-02,3,Integrated,Dry,86486.44833184575,86122.87679157633,89187.70488369706,160.52076576588314,137.26534650390053,237.14967758642237
MGRS-48RWQ-0093-2020-01,1,Integrated,Dry,58871.292907586045,58871.292907586045,58871.292907586045,283.5827945720772,283.5827945720772,283.5827945720772
MGRS-48RWQ-0328-2020-01,3,Integrated,Dry,56939.3611417101,50493.47171305565,91728.38295933748,193.61466856026874,184.29590813254603,214.11969368829378
MGRS-48RWQ-0717-2020-01,3,Integrated,Dry,165808.32238306807,167623.72361289195,185964.623646951,263.08947012961073,186.01688746197425,467.55529974095475
MGRS-48RWR-0160-2020-01,1,Grinding,Wet,25315.474208428517,25315.474208428517,25315.474208428517,0.0,0.0,0.0
MGRS-48RWR-0211-2020-01,3,Integrated,Dry,126063.72707127212,124207.93403766053,137429.29557762883,279.2380189895475,237.52785116141695,371.8228972619854
MGRS-48RWR-0213-2020-01,3,Integrated,Dry,104905.3119304891,117496.41093992775,133831.68334017418,225.9975812701309,263.4977805990148,308.53615040384864
MGRS-48RWR-0282-2020-01-1,3,Integrated,Dry,187124.22204899404,178269.29342136128,217685.86942227578,208.70193872117304,206.77580464220446,212.7232800030834
MGRS-48RWS-0130-2020-03,1,Integrated,Dry,317671.05865487683,317671.05865487683,317671.05865487683,281.30153205942383,281.30153205942383,281.30153205942383
MGRS-48RWS-0286-2020-01,2,Integrated,Dry,57206.17838462828,57206.17838462828,78853.73835309774,258.9979180779723,258.9979180779723,332.69221565208727
MGRS-48RWS-0364-2020-03,3,Integrated,Dry,204521.85685269246,202405.7825762909,228580.07775473277,324.9204918921405,313.5282915408772,356.642169707613
MGRS-48RWT-0164-2020-01,3,Integrated,Dry,163082.04190795345,196531.9166798473,213332.8114012477,466.9515845442381,444.91065108885397,586.0060417223264
MGRS-48RWT-0362-2020-03,3,Integrated,Dry,173283.96047672693,224109.9162707646,229367.02186025702,356.88088023929606,331.7034517054791,424.49595492203485
MGRS-48RWT-0571-2020-03,3,Integrated,Dry,122078.79235597777,117775.26086294264,132341.16001146883,231.04013255057825,268.2542168573747,276.5428683013852
MGRS-48RWV-0330-2020-01,1,Grinding,Wet,184887.9682300891,184887.9682300891,184887.9682300891,0.0,0.0,0.0
MGRS-48RWV-0333-2020-01,2,,,73621.4553514334,73621.4553514334,87167.60589502388,20.411287365857273,20.411287365857273,40.822574731714546
MGRS-48RXN-0184-2020-01,3,Integrated,Dry,135775.23498985855,134359.63888512366,172305.52724141802,261.98390631074386,253.16442600191778,298.55114329008865
MGRS-48RXQ-0032-2020-01-1,1,Grinding,Wet,154340.34848116516,154340.34848116516,154340.34848116516,0.0,0.0,0.0
MGRS-48RXQ-0032-2020-01-2,1,Grinding,Wet,118994.89146267161,118994.89146267161,118994.89146267161,0.0,0.0,0.0
MGRS-48RXQ-0060-2020-01,1,Grinding,Wet,707823.5785453311,707823.5785453311,707823.5785453311,0.0,0.0,0.0
MGRS-48RXQ-0139-2020-01,3,Integrated,Dry,136866.5942458251,134014.84133388315,162065.69086109631,369.0297897557372,367.9066118255624,417.4442323347129
MGRS-48RXQ-0271-2020-01,2,Grinding,Wet,606866.3695865573,606866.3695865573,631788.2423966142,0.0,0.0,0.0
MGRS-48RXQ-0432-2020-01,3,Integrated,Dry,508158.052057106,462015.8671697095,736158.8833665176,941.1740885198925,920.4430779964594,991.4454163279448
MGRS-48RXQ-0457-2020-01,3,Integrated,Dry,148747.66785306775,158901.29019386266,226427.77168255753,256.2105549410612,233.31396571636617,387.7601124713
MGRS-48RXQ-0535-2020-01,3,Integrated,Dry,118512.76528832079,152001.03122019864,170921.18674994822,270.8718854220696,259.35917101275334,306.6701655674604
MGRS-48RXQ-0571-2020-01,3,Integrated,Dry,501437.3502638044,443798.09322967543,631330.5161252234,768.9346998958493,762.999422542222,785.2917029575799
MGRS-48RXQ-0682-2020-01,3,Integrated,Dry,85769.84402497107,88371.30689755086,90313.93998295497,806.0312926717846,738.3142387011789,1006.057249245863
MGRS-48RXQ-0683-2020-01-,1,Grinding,Wet,79918.06719954402,79918.06719954402,79918.06719954402,0.0,0.0,0.0
MGRS-48RXR-0114-2020-02,3,Integrated,Dry,271848.1732591562,353796.61171702034,407927.4974508706,741.2505704436088,739.9784969054203,857.0410793909591
MGRS-48RXR-0186-2020-02,3,Integrated,Dry,211602.849067388,217457.00155895372,348345.1214304298,436.95149688048,475.4486436008222,589.4918796094535
MGRS-48RXR-0254-2020-02,3,Integrated,Dry,312373.9931642788,357082.3241717579,482015.0076908247,457.04659509082825,402.7094608688288,593.042196605771
MGRS-48RXR-0266-2020-02,3,Integrated,Dry,267841.4840463717,274397.3818746631,307743.80361097684,261.1873158372124,171.23997380773,443.93385044733077
MGRS-48RXR-0309-2020-02,3,Integrated,Dry,132814.3158030176,136324.20580543857,142355.03519805157,276.24890432875895,305.00034526527395,305.47020426569213
MGRS-48RXR-0345-2020-02,3,Integrated,Dry,144813.48038608365,153579.63193627828,158972.39739922225,167.82066886716382,146.00975823026513,221.19595352201924
MGRS-48RXR-0360-2020-02,1,Grinding,Wet,499616.875621505,499616.875621505,499616.875621505,0.0,0.0,0.0
MGRS-48RXR-0380-2020-02,1,Grinding,Wet,33499.905056037394,33499.905056037394,33499.905056037394,0.0,0.0,0.0
MGRS-48RXR-0400-2020-02,1,Grinding,Wet,378819.07748347515,378819.07748347515,378819.07748347515,0.0,0.0,0.0
MGRS-48RXS-0046-2020-01-1,1,Grinding,Wet,39908.26729807569,39908.26729807569,39908.26729807569,0.0,0.0,0.0
MGRS-48RXS-0046-2020-01-2,2,Integrated,Dry,127386.1621925251,127386.1621925251,142677.88173287857,269.9170258676422,269.9170258676422,309.99562986222304
MGRS-48RXS-0561-2020-01,3,Integrated,Dry,177313.05663465292,176375.52170742166,190629.02258937666,334.1490066429902,348.051127608804,365.3408207268344
MGRS-48RXT-0545-2020-01,3,Integrated,Dry,190750.2395935456,210849.706258201,272424.40912694624,495.70262150960826,528.1172723738836,614.5488322446149
MGRS-48RXT-0575-2020-01,3,Integrated,Dry,75911.31033535034,80401.82810831002,93060.66646209161,225.51164632916715,251.64317795237787,252.39059666677088
MGRS-48RXT-0604-2020-01,3,Integrated,Dry,385253.01391729875,416848.1211749512,427292.5472502619,527.7073756166442,516.4164616989567,590.7062523587119
MGRS-48RXT-0632-2020-01-2,1,Grinding,Wet,52618.99585414719,52618.99585414719,52618.99585414719,0.0,0.0,0.0
MGRS-48RXT-0974-2020-01,3,Integrated,Dry,230173.82864871487,227543.56665304175,237275.05962273432,488.1918729862343,442.7417310548366,621.4743914782375
MGRS-48RXU-0237-2020-01,3,Integrated,Dry,44311.85416260722,37153.64914741802,95781.91334040364,215.71829741907055,214.0139038466212,253.65899716114927
MGRS-48RXU-0341-2020-01,3,Integrated,Dry,150045.14838517318,175640.52187268328,183591.5254068572,374.62280946404337,379.5224737149207,441.1437345050922
MGRS-48RXU-0471-2020-01,3,Integrated,Dry,76177.7948418288,79977.40152935173,88225.50000144893,252.48794737991835,257.06284497755263,311.1790419779101
MGRS-48RXU-0496-2020-01,3,Integrated,Dry,223231.28513905287,220508.5411305303,231607.54890101057,312.4352725596682,332.63847743002947,406.1186744004366
MGRS-48RXU-0501-2020-01,3,Integrated,Dry,260434.45349828672,290778.5853989332,306348.8772725226,711.9697176775096,682.5757684235209,776.4672934562088
MGRS-48RXU-0639-2020-01,3,Integrated,Dry,190071.1694193294,251367.35172841843,256633.09126598935,197.5993953383706,198.60851809115698,204.70777232844628
MGRS-48RXU-0734-2020-01,3,Integrated,Dry,426658.93989912706,430598.7257827893,483239.8997920881,699.8570599835022,724.8196678435429,728.3178316822873
MGRS-48RXU-0735-2020-01,3,Integrated,Dry,229518.69214088665,209749.42909036286,283015.09725951985,302.6243361327468,302.9724690496071,354.35130247795155
MGRS-48RXU-0736-2020-01,3,Integrated,Dry,578633.2580519817,268454.2958514577,1199605.0788434825,396.0391946163322,422.7699456429471,430.05099247235506
MGRS-48RXU-0847-2020-01,3,Integrated,Dry,362068.00936818484,334171.28532165824,425826.59530841105,597.6721731473543,609.6531451261678,636.3902924222937
MGRS-48RXU-0868-2020-01,3,Integrated,Dry,234697.584180269,232570.95153923464,273868.1774367517,459.02413810916914,440.7855356406483,525.3679797953636
MGRS-48RXU-0883-2020-01,3,Integrated,Dry,168521.33919881904,148607.50617920022,213778.64739728355,251.13694696406313,271.32650671274456,294.71881833553823
MGRS-48RXU-0898-2020-01,2,Grinding,Wet,468994.8617091823,468994.8617091823,908468.4070143865,0.0,0.0,0.0
MGRS-48RXV-0039-2020-01,1,Grinding,Wet,29190.18869252339,29190.18869252339,29190.18869252339,0.0,0.0,0.0
MGRS-48RXV-0415-2020-01,3,Integrated,Dry,155178.7157240493,146303.3982356135,216647.85015033145,290.76242141181183,307.83765592513527,321.79341800678276
MGRS-48RYN-0237-2020-01,1,Grinding,Wet,1582460.3139500131,1582460.3139500131,1582460.3139500131,0.0,0.0,0.0
MGRS-48RYP-0060-2020-02,3,Integrated,Dry,109751.86639527603,117083.84370127459,129740.38870375504,309.30567886655416,287.40234991675067,396.09841668036756
MGRS-48RYQ-0136-2020-02,3,Integrated,Dry,311578.84891693125,413769.3948444651,445116.8575851158,614.5604167846323,505.36567570540547,867.637214229321
MGRS-48RYR-0212-2020-02,3,Integrated,Dry,153190.39925626304,179604.91638400918,230117.09392651086,220.79660781343625,247.37339844538923,247.8753246019637
MGRS-48RYT-0485-2020-01,3,Integrated,Dry,114752.57423529861,113024.21160303956,155242.96907415867,230.61816857513787,228.72053818952273,258.9228350351777
MGRS-48RYU-0255-2020-01,3,Integrated,Dry,456450.70045926754,450372.83237975795,488449.68716666073,345.8627578228199,340.74670103231966,389.7882740149927
MGRS-48RYU-0526-2020-01,1,Grinding,Dry,273212.13272600423,273212.13272600423,273212.13272600423,0.0,0.0,0.0
MGRS-48RYU-0641-2020-01,2,Integrated,Dry,430378.7686598274,430378.7686598274,609823.5562775771,1001.9207704394933,1001.9207704394933,1320.190880985359
MGRS-48RYV-0409-2020-01,3,Integrated,Dry,154298.88249093454,178441.52087594208,199688.26110722526,306.61559500836125,326.35799911518774,327.28957913573765
MGRS-48RZN-0321-2020-01,1,Grinding,Wet,92736.45759712256,92736.45759712256,92736.45759712256,0.0,0.0,0.0
MGRS-48STH-0297-2020-04-1,3,Integrated,Dry,329195.06253490754,348501.09320909635,352087.5922505562,202.0258585056556,235.61022928443174,265.4948595021248
MGRS-48STH-0312-2020-04,1,Grinding,Wet,324644.73034711287,324644.73034711287,324644.73034711287,0.0,0.0,0.0
MGRS-48STH-0328-2020-04,3,Integrated,Wet,189568.47052850205,187139.6934262283,200661.69249302254,158.86818333631618,237.89428587532817,238.71026413362034
MGRS-48STH-0346-2020-04-1,1,Grinding,Wet,297601.4807046455,297601.4807046455,297601.4807046455,0.0,0.0,0.0
MGRS-48STH-0346-2020-04-2,1,Grinding,Wet,147776.7693568989,147776.7693568989,147776.7693568989,0.0,0.0,0.0
MGRS-48STH-0346-2020-04-3,1,Grinding,Wet,465647.75310026284,465647.75310026284,465647.75310026284,0.0,0.0,0.0
MGRS-48STH-0365-2020-04-1,3,Integrated,Dry,206346.1578059901,188878.64912172584,280061.52508525265,160.77727347249953,171.07190920807608,172.46866116666075
MGRS-48STH-0380-2020-04,1,Grinding,Wet,274142.5504764031,274142.5504764031,274142.5504764031,0.0,0.0,0.0
MGRS-48STH-0494-2020-04-1,2,Grinding,Wet,61777.52100439492,61777.52100439492,68402.06811109168,0.0,0.0,0.0
MGRS-48STH-0494-2020-04-2,2,Grinding,Wet,63672.16897387231,63672.16897387231,68439.89524381005,0.0,0.0,0.0
MGRS-48SUE-0439-2020-01,3,Integrated,Dry,273419.0512182702,264352.2132099816,299962.6209546008,330.1442184363758,332.08649790245966,362.4931485853501
MGRS-48SUE-0888-2020-01,3,Integrated,Dry,573443.9441639835,555303.9032736851,627579.2844800656,350.0756981180197,352.19164417957603,408.5217988331012
MGRS-48SUF-0079-2020-01,3,Integrated,Dry,265790.81913477456,331339.50508458586,373138.17590760195,431.3053212190467,445.28449805756503,500.0181908110617
MGRS-48SUF-0105-2020-01,3,Integrated,Dry,752808.6708448298,434708.77704115026,1478562.0814900065,770.2479083278413,724.512914013835,941.6943305839343
MGRS-48SUF-0122-2020-01,3,Integrated,Dry,206646.82624954384,219268.80686466783,244025.9429540877,240.66551009518682,236.6239498764293,311.67923954782793
MGRS-48SUF-0332-2020-01,3,Grinding,Wet,569709.174102763,546314.1640698438,1067893.1007937712,0.0,0.0,0.0
MGRS-48SUG-0129-2020-01,3,Integrated,Dry,160780.9594002749,172208.59373373172,194036.11930151135,180.62632162887218,260.4878840872762,281.39108079934033
MGRS-48SVA-0187-2020-01,3,Integrated,Dry,284568.3988267391,287422.65479811653,291218.1225455513,385.1584380308245,396.1572132416944,457.330739415573
MGRS-48SVA-0256-2020-01,3,Integrated,Dry,199862.31882732632,199040.77671386272,208305.22427351106,240.77802271073983,205.14392519071438,344.51565512382746
MGRS-48SVA-0329-2020-01,3,Integrated,Dry,137123.0875408593,149811.1923046696,168027.5573811295,239.99265471088643,241.5955853727773,259.19929699519605
MGRS-48SVA-0382-2020-01,1,Integrated,Dry,332112.33207595925,332112.33207595925,332112.33207595925,402.1891790300157,402.1891790300157,402.1891790300157
MGRS-48SVB-0201-2020-01,3,Integrated,Dry,193464.57083782117,194115.66501226748,215961.0087559551,164.8632413697521,146.39924564897112,211.6906169262263
MGRS-48SVD-0132-2020-01,3,Integrated,Dry,240044.68810072893,180374.79293291632,400578.68554650556,240.92721395170798,217.94893746901928,333.0662328588748
MGRS-48SVD-0313-2020-03,3,Integrated,Dry,400097.3306794295,427046.64114106365,446175.4216875614,519.2429300067115,496.8172655928347,577.4147823481685
MGRS-48SVE-0004-2020-06,3,Integrated,Dry,162004.21332828217,181590.6091130046,202583.49029108265,308.2856815867434,314.1575600775205,333.7635469187053
MGRS-48SVE-0301-2020-05,3,Integrated,Dry,408256.8793758024,521748.0709393668,526213.9820065314,437.95471562884995,445.566824597028,531.7808274428414
MGRS-48SVF-0460-2020-01,3,Integrated,Dry,240558.8208144537,290292.0473402901,298690.9857089941,226.28938869955962,225.98428966606264,242.94375938994256
MGRS-48SWA-0027-2020-01,3,Integrated,Dry,188692.56741631814,175178.51277929146,275689.2885525305,214.5354306741122,210.81180686592197,255.5450605352403
MGRS-48SWA-0235-2020-01,3,Integrated,Dry,256481.2794925019,269012.85415000777,286862.04149508115,216.31711104452756,239.73275077507665,249.62349805203445
MGRS-48SWA-0311-2020-01,3,Integrated,Dry,159002.18668637617,190052.1034685223,190174.91716129123,279.4469031911404,267.18080004260844,306.21167102455166
MGRS-48SWA-0462-2020-01-1,3,Grinding,Dry,269794.56898802955,297933.6390756401,327656.94151202467,62.843016891040804,0.0,188.5290506731224
MGRS-48SWA-0462-2020-01-2,1,Grinding,Wet,99251.81801673444,99251.81801673444,99251.81801673444,0.0,0.0,0.0
MGRS-48SWA-0682-2020-01,1,Integrated,Dry,251681.80519959747,251681.80519959747,251681.80519959747,498.85734127977116,498.85734127977116,498.85734127977116
MGRS-48SWB-0506-2020-01,3,Integrated,Dry,454092.67089794495,463461.2076779018,706296.0578338741,660.0185020357285,641.6107314517458,782.9333349923137
MGRS-48SWC-0508-2020-01,3,Integrated,Dry,456714.5327582997,453725.6620242895,486800.7611508516,533.9920316730222,594.6213625651201,643.8118558172926
MGRS-48SWD-0451-2020-01,3,Integrated,Dry,265736.69177583343,264534.4018761851,272716.8301616728,636.4581719588447,545.2103480693538,843.3292893741161
MGRS-48SWD-0541-2020-01,3,Integrated,Dry,126018.74866601714,124924.99279174763,132471.22940113413,240.94563834200125,218.40670947904025,328.03363950917435
MGRS-48SWF-0105-2020-02,3,Integrated,Dry,234174.83242710104,223206.4405859204,276085.9243695064,218.50629869511027,209.68640922749816,317.6181528698424
MGRS-48SWG-0007-2020-02,2,Integrated,,503989.12227056315,503989.12227056315,858735.6953044266,321.77501693562806,321.77501693562806,448.3654042278791
MGRS-48SWG-0060-2020-01,3,Integrated,Dry,237679.3734323311,322496.2010405763,364271.2298760295,239.47394118547206,237.23333057844076,289.6823853628844
MGRS-48SWG-0131-2020-02,3,Integrated,Dry,427436.96170230134,311106.84430734883,670050.451315314,528.0225406285455,516.8540604336696,648.0219962170357
MGRS-48SWG-0297-2020-01,3,Integrated,Dry,292518.33817587595,298580.914649623,353935.2432021308,529.2836751106648,522.3573661119244,700.0911257586215
MGRS-48SWG-0320-2020-01,3,Integrated,Dry,254340.25217311463,239511.76726753413,287443.39949771337,473.8946726900407,410.9778715269434,602.4480480598447
MGRS-48SWG-0321-2020-01,3,Integrated,Dry,1031246.5577402173,1177770.5372208827,1527077.4007545963,287.14941632158394,186.4458162298699,504.87443600027956
MGRS-48SWG-0343-2020-01,3,Integrated,Dry,640969.0063543927,532173.3958829172,903517.834003651,343.6679940801358,313.0934875316065,412.8717239946205
MGRS-48SWH-0025-2020-02,3,Integrated,Dry,317014.92280459864,341413.1332653538,350952.5265402075,281.6274726283515,293.84147896247856,313.65494708220314
MGRS-48SWH-0135-2020-01,3,Integrated,Dry,436824.06672031875,426918.23297197156,692871.6986040309,698.9353634734226,714.2075654358518,735.07208364643
MGRS-48SWH-0270-2020-01,3,Integrated,Dry,448759.6928961448,428226.90492547577,719279.3155592363,336.00079840045737,302.0173168384833,430.9257813550886
MGRS-48SWH-0438-2020-01,1,Grinding,Wet,1119990.8820436061,1119990.8820436061,1119990.8820436061,0.0,0.0,0.0
MGRS-48SWH-0440-2020-01,3,Integrated,Dry,274354.61080739653,268859.2903838121,298195.98516372754,243.7551200271628,236.84916727194107,286.2260044945122
MGRS-48SWH-0457-2020-01,3,Integrated,Dry,408188.77161010785,447927.3333632865,457321.971668811,671.5130565393313,676.4307702333062,805.8218054203134
MGRS-48SWH-0459-2020-01,2,Integrated,Wet,1090079.0088262276,1090079.0088262276,1439232.538845028,706.4947585146056,706.4947585146056,792.9477151909318
MGRS-48SXA-0082-2020-05,3,Integrated,Dry,95347.06515871534,95970.08431592098,96269.67028103354,260.7180420928297,301.21535865340036,319.0540228588534
MGRS-48SXA-0292-2020-01,3,Integrated,Dry,176785.19047266227,196633.07056752636,210211.12679667378,376.48303846577176,376.06743618723846,479.4132722147755
MGRS-48SXA-0305-2020-01,3,Integrated,Dry,196183.2807265517,193549.9877635659,246831.80697742957,256.5203310866035,250.33096696524737,316.2282120690455
MGRS-48SXB-0076-2020-01,3,Integrated,Dry,181362.02493699532,173217.01993321168,207447.96383024912,227.40006007208478,220.97861278631456,297.14443507277366
MGRS-48SXC-0234-2020-03,3,Integrated,Dry,91344.27398239097,87948.3476831226,105575.22016026979,180.03289942737592,148.4253239189507,256.42000531775835
MGRS-48SXD-0234-2020-06,3,Integrated,Dry,444014.310774165,409914.3690571628,520709.6744678682,312.5896648671086,279.8466846575404,392.59586906405576
MGRS-48SXD-0356-2020-06,3,Integrated,Dry,177500.5960994246,178015.8902969868,188362.12789404966,311.90455248991356,314.9982973117346,359.44608031595186
MGRS-48SXE-0349-2020-01-1,3,Integrated,Dry,541402.7903910467,587400.4633475799,652306.9227016207,637.5587208867139,688.122200617978,714.3440820443566
MGRS-48SXG-0099-2020-01,2,Integrated,,211835.36761586095,211835.36761586095,302326.8099166539,227.19780283546487,227.19780283546487,235.62214434472722
MGRS-48SXG-0114-2020-01,1,Grinding,Wet,850591.8949346213,850591.8949346213,850591.8949346213,0.0,0.0,0.0
MGRS-48SXG-0704-2020-01,3,Integrated,Dry,500894.127284169,376596.8042282705,772534.5529052721,517.6714945146362,538.4996094838026,566.856335135242
MGRS-48SXH-0403-2020-01,3,Integrated,Dry,220002.53125615977,262090.96260295907,287998.5094049972,93.3702555280252,93.69471936131707,123.76560177510045
MGRS-48SXJ-0067-2020-01,3,Integrated,Dry,514453.6754729377,508281.5466826309,581919.6651072551,364.0883983395733,367.9865994688791,448.73884182512404
MGRS-48SXJ-0186-2020-01,1,Grinding,Wet,279638.5569623181,279638.5569623181,279638.5569623181,0.0,0.0,0.0
MGRS-48SXJ-0212-2020-01,3,Integrated,Dry,471061.3730830199,364252.6280499785,716514.5806676127,528.8747662016058,571.7051835553584,574.1613011599799
MGRS-48SXJ-0660-2020-01,1,Grinding,Wet,279270.49795492564,279270.49795492564,279270.49795492564,0.0,0.0,0.0
MGRS-48SYA-0080-2020-01,3,Integrated,Dry,164324.09192796305,159603.6441333503,235234.1473731355,230.56095377946764,204.57704441583311,321.32426197374843
MGRS-48SYB-0124-2020-01,3,Integrated,Dry,239480.375363102,210418.6354318074,303486.756867894,231.39047006519502,230.79421264383936,241.2973923636065
MGRS-48SYC-0005-2020-01,2,Integrated,Dry,688586.850652066,688586.850652066,1272381.5414575567,159.4142946089495,159.4142946089495,197.6672565690824
MGRS-48SYC-0108-2020-01,2,,,113367.84313898727,113367.84313898727,177325.39821216126,174.45728678796632,174.45728678796632,348.91457357593265
MGRS-48SYC-0120-2020-01,3,Integrated,Dry,188771.39858962139,198197.24677293425,209814.62788474825,121.36631741109295,126.37072680535375,127.80626227869985
MGRS-48SYC-0123-2020-01,3,Integrated,Dry,235626.49303953975,235617.24113925023,246736.92031977902,248.1182639949692,234.86473699213045,282.03085840188555
MGRS-48SYD-0310-2020-01,3,Integrated,Dry,283597.8425254119,297646.6802739657,346764.6826354619,225.38331893415412,220.71776705610557,236.19883722702542
MGRS-48SYD-0401-2020-01-1,3,Integrated,Dry,485976.12364399177,469393.9295834055,536859.5986024865,605.9900026300841,613.8595391362248,665.3360808295288
MGRS-48SYD-0422-2020-01,3,Integrated,Dry,230672.33032132013,235918.97209500417,271632.39109506254,368.42894606503495,397.77860105368103,426.099627600182
MGRS-48SYD-0636-2020-01,3,Integrated,Dry,445422.5526976752,109347.95253726844,1118266.8483527089,227.4854169507312,182.54782655396392,325.4067155589311
MGRS-48TXK-0207-2020-01,1,Grinding,Wet,167228.00122811104,167228.00122811104,167228.00122811104,0.0,0.0,0.0
MGRS-48TXK-0338-2020-01-1,1,Grinding,Wet,1443078.2764862475,1443078.2764862475,1443078.2764862475,0.0,0.0,0.0
MGRS-48TXK-0338-2020-01-2,2,,,1148620.2699220043,1148620.2699220043,1714190.3321992976,70.00778377904763,70.00778377904763,140.01556755809526
MGRS-48TXK-0338-2020-01-3,1,Grinding,Wet,370476.46862417326,370476.46862417326,370476.46862417326,0.0,0.0,0.0
MGRS-48TXK-0375-2020-01,3,Integrated,Dry,821741.4921831511,643121.8145388206,1190306.4756911113,566.5951143059575,648.9073751501089,656.6976892041852
MGRS-49QBF-0113-2020-01,3,Integrated,Dry,463845.8838637643,531850.4915829975,686561.0945635221,255.37929508202555,247.82619999107408,330.3919390242476
MGRS-49QBG-0035-2020-01,3,Integrated,Dry,331065.0439112445,475278.0296481368,475300.3884276498,334.8520333915176,356.1704768597873,376.2752942044822
MGRS-49QBG-0265-2020-01,3,Integrated,Dry,438257.0580968758,440075.1453419103,450593.68915109255,334.6967716376689,335.8942815718462,444.84116355405644
MGRS-49QBG-0269-2020-01,3,Integrated,Dry,355748.5412475873,434483.4003167016,477209.44098832784,347.94815705554527,345.31653903827566,417.4186090461873
MGRS-49QCB-0143-2020-01,2,,,319317.840583434,319317.840583434,520037.0267929341,350.8309246407814,350.8309246407814,701.6618492815628
MGRS-49QCB-0400-2020-01,3,Grinding,Dry,161225.35744301524,165233.5446490713,168107.03062009328,62.52538317573727,0.0,187.5761495272118
MGRS-49QCF-0328-2020-01,1,Integrated,Dry,84542.86590274145,84542.86590274145,84542.86590274145,195.50517749333986,195.50517749333986,195.50517749333986
MGRS-49QCG-0458-2020-01,3,Integrated,Dry,287985.8663566525,391437.56774571986,435671.4153706245,368.20045629185756,383.7381584732949,395.06159204571844
MGRS-49QDE-0544-2020-01,3,Integrated,Dry,357730.5724662915,363695.2764504383,384873.78013482835,254.5655314236392,244.43691600931194,318.23270719417894
MGRS-49QDE-0554-2020-01,1,Grinding,Wet,106214.76621149569,106214.76621149569,106214.76621149569,0.0,0.0,0.0
MGRS-49QDF-0010-2020-01-1,3,Integrated,Dry,300550.3707053589,320163.32714042324,321687.09477570513,769.6586809327124,731.8840286409643,985.1396959081508
MGRS-49QDF-0010-2020-01-2,3,Integrated,Dry,584422.4829592331,448111.8991352428,1121727.807412656,965.6991090734217,1002.0391225054984,1099.2929969517943
MGRS-49QDF-0487-2020-01,3,Integrated,Dry,168541.4142213382,234537.41582955697,243699.85496238247,528.8306865635775,542.381069211142,676.0076348293127
MGRS-49QDF-0488-2020-01,3,Integrated,Dry,567249.981778607,507156.8011577602,843737.492470057,444.7568525798845,410.30390163214406,819.9747752770297
MGRS-49QDG-0178-2020-02-1,1,Grinding,Wet,136684.09529281384,136684.09529281384,136684.09529281384,0.0,0.0,0.0
MGRS-49QDG-0178-2020-02-2,1,Grinding,Wet,136684.09529281384,136684.09529281384,136684.09529281384,0.0,0.0,0.0
MGRS-49QDG-0180-2020-02-2,1,Integrated,Dry,509837.774303997,509837.774303997,509837.774303997,975.8345514971463,975.8345514971463,975.8345514971463
MGRS-49QEE-0068-2020-01,3,Integrated,Dry,539377.5498535654,424624.33227942244,807911.0030738061,862.129271095382,893.9536240960509,989.4271099352618
MGRS-49QEE-0183-2020-01,3,Integrated,Dry,251967.20728108493,214816.1318033498,364108.5191603648,282.51448863660096,278.4702373524401,293.9760988565327
MGRS-49QEE-0259-2020-01,1,Grinding,Wet,32773.74776222137,32773.74776222137,32773.74776222137,0.0,0.0,0.0
MGRS-49QEF-0012-2020-01,1,Grinding,Wet,148051.1117234028,148051.1117234028,148051.1117234028,0.0,0.0,0.0
MGRS-49QEF-0289-2020-01,3,Integrated,Dry,166877.0654415161,181240.46863472307,208404.54166778896,228.2454386252968,199.1355887895646,337.6568438330487
MGRS-49QEG-0557-2020-01,1,Grinding,Wet,248576.31608715176,248576.31608715176,248576.31608715176,0.0,0.0,0.0
MGRS-49QFE-0597-2020-02,3,Integrated,Dry,259931.6012888541,277852.16100292327,322297.00017050776,337.9095543872708,318.0511962358668,397.0963822553282
MGRS-49QFF-0028-2020-01,3,Integrated,Dry,451352.27332361584,373941.19676360884,635556.9882508859,319.2392505236644,355.067969134078,373.54574259688985
